"Mod name","Registry name","BlockID","Subtypes","Item ID","Item meta","Display name","Exists","Ore Dict keys"
"Actually Additions","actuallyadditions:block_crystal_cluster_diamond",4605,"false",11537,0,"Light Blue Crystal Cluster","true",""
"Actually Additions","actuallyadditions:block_crystal_cluster_emerald",4607,"false",11539,0,"Green Crystal Cluster","true",""
"Actually Additions","actuallyadditions:block_crystal_cluster_iron",4608,"false",11540,0,"White Crystal Cluster","true",""
"Actually Additions","actuallyadditions:block_crystal_cluster_lapis",4604,"false",11536,0,"Blue Crystal Cluster","true",""
"Actually Additions","actuallyadditions:block_crystal_cluster_redstone",4603,"false",11535,0,"Red Crystal Cluster","true",""
"Actually Additions","actuallyadditions:block_crystal_empowered",4623,"true",11555,0,"Empowered Restonia Crystal Block","true","blockRestoniaEmpowered"
"Actually Additions","actuallyadditions:block_crystal_empowered",4623,"true",11555,1,"Empowered Palis Crystal Block","true","blockPalisEmpowered"
"Actually Additions","actuallyadditions:block_crystal_empowered",4623,"true",11555,2,"Empowered Diamatine Crystal Block","true","blockDiamantineEmpowered"
"Actually Additions","actuallyadditions:block_crystal_empowered",4623,"true",11555,3,"Empowered Void Crystal Block","true","blockVoidEmpowered"
"Actually Additions","actuallyadditions:block_crystal_empowered",4623,"true",11555,4,"Empowered Emeradic Crystal Block","true","blockEmeradicEmpowered"
"Actually Additions","actuallyadditions:block_crystal_empowered",4623,"true",11555,5,"Empowered Enori Crystal Block","true","blockEnoriEmpowered"
"Actually Additions","actuallyadditions:block_crystal_oil",4601,"false",11533,0,"Crystallized Oil","true",""
"Actually Additions","actuallyadditions:block_directional_breaker",4632,"false",11564,0,"Long-Range Breaker","true",""
"Actually Additions","actuallyadditions:block_display_stand",4616,"false",11548,0,"Display Stand","true",""
"Actually Additions","actuallyadditions:block_dropper",4683,"false",11615,0,"Automatic Precision Dropper","true",""
"Actually Additions","actuallyadditions:block_empowered_oil",4602,"false",11534,0,"Empowered Oil","true",""
"Actually Additions","actuallyadditions:block_empowerer",4613,"false",11545,0,"Empowerer","true",""
"Actually Additions","actuallyadditions:block_energizer",4648,"false",11580,0,"Energizer","true",""
"Actually Additions","actuallyadditions:block_enervator",4649,"false",11581,0,"Enervator","true",""
"Actually Additions","actuallyadditions:block_farmer",4611,"false",11543,0,"Farmer","true",""
"Actually Additions","actuallyadditions:block_feeder",4667,"false",11599,0,"Automatic Feeder","true",""
"Actually Additions","actuallyadditions:block_fermenting_barrel",4660,"false",11592,0,"Fermenting Barrel","true",""
"Actually Additions","actuallyadditions:block_firework_box",4619,"false",11551,0,"Firework Box","true",""
"Actually Additions","actuallyadditions:block_fishing_net",4676,"false",11608,0,"Fishing Net","true",""
"Actually Additions","actuallyadditions:block_flax",4663,"false",11595,0,"Flax Plant","true",""
"Actually Additions","actuallyadditions:block_fluid_collector",4685,"false",11617,0,"Fluid Collector","true",""
"Actually Additions","actuallyadditions:block_fluid_placer",4684,"false",11616,0,"Fluid Placer","true",""
"Actually Additions","actuallyadditions:block_furnace_double",4673,"false",11605,0,"Powered Furnace","true",""
"Actually Additions","actuallyadditions:block_furnace_solar",4677,"false",11609,0,"Solar Panel","true",""
"Actually Additions","actuallyadditions:block_giant_chest",4668,"false",11600,0,"Small Storage Crate","true",""
"Actually Additions","actuallyadditions:block_giant_chest_large",4670,"false",11602,0,"Large Storage Crate","true",""
"Actually Additions","actuallyadditions:block_giant_chest_medium",4669,"false",11601,0,"Medium Storage Crate","true",""
"Actually Additions","actuallyadditions:block_greenhouse_glass",4680,"false",11612,0,"Greenhouse Glass","true",""
"Actually Additions","actuallyadditions:block_grinder",4671,"false",11603,0,"Crusher","true",""
"Actually Additions","actuallyadditions:block_grinder_double",4672,"false",11604,0,"Double Crusher","true",""
"Actually Additions","actuallyadditions:block_heat_collector",4678,"false",11610,0,"Heat Collector","true",""
"Actually Additions","actuallyadditions:block_inputter",4674,"false",11606,0,"ESD","true",""
"Actually Additions","actuallyadditions:block_inputter_advanced",4675,"false",11607,0,"Advanced ESD","true",""
"Actually Additions","actuallyadditions:block_item_repairer",4679,"false",11611,0,"Item Repairer","true",""
"Actually Additions","actuallyadditions:block_item_viewer",4618,"false",11550,0,"Item Interface","true",""
"Actually Additions","actuallyadditions:block_item_viewer_hopping",4610,"false",11542,0,"Hopping Item Interface","true",""
"Actually Additions","actuallyadditions:block_lamp_powerer",4646,"false",11578,0,"Lamp Controller","true",""
"Actually Additions","actuallyadditions:block_laser_relay",4625,"false",11557,0,"Energy Laser Relay","true",""
"Actually Additions","actuallyadditions:block_laser_relay_advanced",4626,"false",11558,0,"Advanced Energy Laser Relay","true",""
"Actually Additions","actuallyadditions:block_laser_relay_extreme",4627,"false",11559,0,"Extreme Energy Laser Relay","true",""
"Actually Additions","actuallyadditions:block_laser_relay_fluids",4628,"false",11560,0,"Fluid Laser Relay","true",""
"Actually Additions","actuallyadditions:block_laser_relay_item",4629,"false",11561,0,"Item Laser Relay","true",""
"Actually Additions","actuallyadditions:block_laser_relay_item_whitelist",4630,"false",11562,0,"Advanced Item Laser Relay","true",""
"Actually Additions","actuallyadditions:block_lava_factory_controller",4650,"false",11582,0,"Lava Factory Controller","true",""
"Actually Additions","actuallyadditions:block_leaf_generator",4633,"false",11565,0,"Leaf-Eating Generator","true",""
"Actually Additions","actuallyadditions:block_miner",4620,"false",11552,0,"Vertical Digger","true",""
"Actually Additions","actuallyadditions:block_misc",4666,"true",11598,0,"Pillar of Black Quartz","true",""
"Actually Additions","actuallyadditions:block_misc",4666,"true",11598,1,"Chiseled Block of Black Quartz","true",""
"Actually Additions","actuallyadditions:block_misc",4666,"true",11598,2,"Block of Black Quartz","true","blockQuartzBlack"
"Actually Additions","actuallyadditions:block_misc",4666,"true",11598,3,"Black Quartz Ore","true","oreQuartzBlack"
"Actually Additions","actuallyadditions:block_misc",4666,"true",11598,4,"Wood Casing","true",""
"Actually Additions","actuallyadditions:block_misc",4666,"true",11598,5,"Block of Charcoal","true",""
"Actually Additions","actuallyadditions:block_misc",4666,"true",11598,6,"Block of Enderpearl","true","blockEnderPearl"
"Actually Additions","actuallyadditions:block_misc",4666,"true",11598,7,"Casing","true",""
"Actually Additions","actuallyadditions:block_misc",4666,"true",11598,8,"Ender Casing","true",""
"Actually Additions","actuallyadditions:block_misc",4666,"true",11598,9,"Iron Casing","true",""
"Actually Additions","actuallyadditions:block_oil_generator",4659,"false",11591,0,"Oil Generator","true",""
"Actually Additions","actuallyadditions:block_phantom_booster",4687,"false",11619,0,"Phantom Booster","true",""
"Actually Additions","actuallyadditions:block_phantom_breaker",4657,"false",11589,0,"Phantom Breaker","true",""
"Actually Additions","actuallyadditions:block_phantom_energyface",4655,"false",11587,0,"Phantom Energyface","true",""
"Actually Additions","actuallyadditions:block_phantom_liquiface",4654,"false",11586,0,"Phantom Liquiface","true",""
"Actually Additions","actuallyadditions:block_phantom_placer",4653,"false",11585,0,"Phantom Placer","true",""
"Actually Additions","actuallyadditions:block_phantom_redstoneface",4656,"false",11588,0,"Phantom Redstoneface","true",""
"Actually Additions","actuallyadditions:block_phantomface",4652,"false",11584,0,"Phantomface","true",""
"Actually Additions","actuallyadditions:block_pillar_quartz_slab",4697,"false",11629,0,"Black Quartz Pillar Slab","true",""
"Actually Additions","actuallyadditions:block_pillar_quartz_stair",4694,"false",11626,0,"Black Quartz Pillar Stairs","true",""
"Actually Additions","actuallyadditions:block_pillar_quartz_wall",4691,"false",11623,0,"Black Quartz Pillar Wall","true",""
"Actually Additions","actuallyadditions:block_placer",4682,"false",11614,0,"Auto-Placer","true",""
"Actually Additions","actuallyadditions:block_player_interface",4617,"false",11549,0,"Player Interface","true",""
"Actually Additions","actuallyadditions:block_quartz_slab",4695,"false",11627,0,"Black Quartz Slab","true",""
"Actually Additions","actuallyadditions:block_quartz_stair",4692,"false",11624,0,"Black Quartz Stairs","true",""
"Actually Additions","actuallyadditions:block_quartz_wall",4689,"false",11621,0,"Black Quartz Wall","true",""
"Actually Additions","actuallyadditions:block_ranged_collector",4631,"false",11563,0,"Ranged Collector","true",""
"Actually Additions","actuallyadditions:block_refined_canola_oil",4600,"false",11532,0,"Refined Canola Oil","true",""
"Actually Additions","actuallyadditions:block_rice",4661,"false",11593,0,"Rice Plant","true",""
"Actually Additions","actuallyadditions:block_shock_suppressor",4615,"false",11547,0,"Shock Absorber","true",""
"Actually Additions","actuallyadditions:block_smiley_cloud",4634,"false",11566,0,"Smiley Cloud","true",""
"Actually Additions","actuallyadditions:block_testifi_bucks_green_fence",4642,"false",11574,0,"Ethetic Green Wall","true",""
"Actually Additions","actuallyadditions:block_testifi_bucks_green_slab",4640,"false",11572,0,"Ethetic Green Slab","true",""
"Actually Additions","actuallyadditions:block_testifi_bucks_green_stairs",4638,"false",11570,0,"Ethetic Green Stairs","true",""
"Actually Additions","actuallyadditions:block_testifi_bucks_green_wall",4636,"false",11568,0,"Ethetic Green Block","true",""
"Actually Additions","actuallyadditions:block_testifi_bucks_white_fence",4643,"false",11575,0,"Ethetic Quartz Wall","true",""
"Actually Additions","actuallyadditions:block_testifi_bucks_white_slab",4641,"false",11573,0,"Ethetic Quartz Slab","true",""
"Actually Additions","actuallyadditions:block_testifi_bucks_white_stairs",4639,"false",11571,0,"Ethetic Quartz Stairs","true",""
"Actually Additions","actuallyadditions:block_testifi_bucks_white_wall",4637,"false",11569,0,"Ethetic Quartz","true",""
"Actually Additions","actuallyadditions:block_tiny_torch",4614,"false",11546,0,"Tiny Torch","true",""
"Actually Additions","actuallyadditions:block_treasure_chest",4647,"false",11579,0,"Treasure Chest","true",""
"Actually Additions","actuallyadditions:block_wild",4688,"true",11620,0,"Wild Canola","true",""
"Actually Additions","actuallyadditions:block_wild",4688,"true",11620,1,"Wild Flax","true",""
"Actually Additions","actuallyadditions:block_wild",4688,"true",11620,2,"Wild Rice","true",""
"Actually Additions","actuallyadditions:block_wild",4688,"true",11620,3,"Wild Coffee","true",""
"Actually Additions","actuallyadditions:block_xp_solidifier",4635,"false",11567,0,"Experience Solidifier","true",""
"Advanced Generators","advgenerators:control",1567,"false",6269,0,"Redstone Control Module","true",""
"Advanced Generators","advgenerators:efficiency_upgrade_tier1",1568,"false",6270,0,"Fuel/Air Mixer","true",""
"Advanced Generators","advgenerators:efficiency_upgrade_tier2",1569,"false",6271,0,"Gas Mix Compressor","true",""
"Advanced Generators","advgenerators:exchanger_controller",1551,"false",6253,0,"Heat Exchanger Controller","true",""
"Advanced Generators","advgenerators:fluid_input",1558,"false",6260,0,"Fluid Intake Valve","true",""
"Advanced Generators","advgenerators:fluid_output_select",1559,"false",6261,0,"Fluid Output Valve","true",""
"Advanced Generators","advgenerators:forge_output",1556,"false",6258,0,"Forge Energy Emitter","true",""
"Advanced Generators","advgenerators:fuel_tank",1562,"false",6264,0,"Fuel Tank","true",""
"Advanced Generators","advgenerators:gas_input",1557,"false",6259,0,"Gas Intake Valve","true",""
"Advanced Generators","advgenerators:generators_data_port",1572,"false",6274,0,"Machine Data Port","true",""
"Advanced Generators","advgenerators:heat_exchanger",1565,"false",6267,0,"Heat Exchanger","true",""
"Advanced Generators","advgenerators:heating_chamber",1563,"false",6265,0,"Heating Chamber","true",""
"Advanced Generators","advgenerators:item_input",1560,"false",6262,0,"Item Input Port","true",""
"Advanced Generators","advgenerators:item_output",1561,"false",6263,0,"Item Output Port","true",""
"Advanced Generators","advgenerators:mixing_chamber",1564,"false",6266,0,"Mixing Chamber","true",""
"Advanced Generators","advgenerators:power_capacitor_awakened draconium",1590,"false",6333,0,"tile.advgenerators.power_capacitor_awakened draconium.name","true",""
"Advanced Generators","advgenerators:power_capacitor_conductive iron",1601,"false",6353,0,"tile.advgenerators.power_capacitor_conductive iron.name","true",""
"Advanced Generators","advgenerators:power_capacitor_electronium",1603,"false",6357,0,"tile.advgenerators.power_capacitor_electronium.name","true",""
"Advanced Generators","advgenerators:power_capacitor_graphite",1592,"false",6336,0,"tile.advgenerators.power_capacitor_graphite.name","true",""
"Advanced Generators","advgenerators:power_capacitor_infinity",1602,"false",6355,0,"tile.advgenerators.power_capacitor_infinity.name","true",""
"Advanced Generators","advgenerators:power_capacitor_lithium",1597,"false",6345,0,"tile.advgenerators.power_capacitor_lithium.name","true",""
"Advanced Generators","advgenerators:power_capacitor_lithium manganese dioxide",1594,"false",6339,0,"tile.advgenerators.power_capacitor_lithium manganese dioxide.name","true",""
"Advanced Generators","advgenerators:power_capacitor_lumium",1596,"false",6343,0,"tile.advgenerators.power_capacitor_lumium.name","true",""
"Advanced Generators","advgenerators:power_capacitor_modularium",1595,"false",6341,0,"tile.advgenerators.power_capacitor_modularium.name","true",""
"Advanced Generators","advgenerators:power_capacitor_redstone",1593,"false",6337,0,"Basic Power Capacitor","true",""
"Advanced Generators","advgenerators:power_capacitor_sodium",1599,"false",6349,0,"tile.advgenerators.power_capacitor_sodium.name","true",""
"Advanced Generators","advgenerators:power_capacitor_stellar",1591,"false",6335,0,"tile.advgenerators.power_capacitor_stellar.name","true",""
"Advanced Generators","advgenerators:power_capacitor_superconductor",1600,"false",6351,0,"tile.advgenerators.power_capacitor_superconductor.name","true",""
"Advanced Generators","advgenerators:power_capacitor_ultimate",1598,"false",6347,0,"tile.advgenerators.power_capacitor_ultimate.name","true",""
"Advanced Generators","advgenerators:pressure_input",1570,"false",6272,0,"Pressurized Input Valve","true",""
"Advanced Generators","advgenerators:pressure_output_select",1571,"false",6273,0,"Pressurized Output Valve","true",""
"Advanced Generators","advgenerators:rf_output",1554,"false",6256,0,"Flux Generator","true",""
"Advanced Generators","advgenerators:sensor",1566,"false",6268,0,"Sensor Module","true",""
"Advanced Generators","advgenerators:steam",1573,"false",6275,0,"Steam","true",""
"Advanced Generators","advgenerators:steam_turbine_controller",1552,"false",6254,0,"Steam Turbine Controller","true",""
"Advanced Generators","advgenerators:syngas",1575,"false",6277,0,"Syngas","true",""
"Advanced Generators","advgenerators:syngas_controller",1553,"false",6255,0,"Syngas Producer Controller","true",""
"Advanced Generators","advgenerators:syngas_flaming",1574,"?",6276,,"tile.advgenerators.syngas_flaming.name","true",""
"Advanced Generators","advgenerators:tesla_output",1555,"false",6257,0,"Tesla Generator","true",""
"Advanced Generators","advgenerators:turbine_awakened draconium",1578,"false",6289,0,"tile.advgenerators.turbine_awakened draconium.name","true",""
"Advanced Generators","advgenerators:turbine_bronze",1582,"false",6304,0,"Bronze Turbine","true",""
"Advanced Generators","advgenerators:turbine_compressed iron",1583,"false",6308,0,"tile.advgenerators.turbine_compressed iron.name","true",""
"Advanced Generators","advgenerators:turbine_controller",1550,"false",6252,0,"Gas Turbine controller","true",""
"Advanced Generators","advgenerators:turbine_draconium",1587,"false",6323,0,"tile.advgenerators.turbine_draconium.name","true",""
"Advanced Generators","advgenerators:turbine_hsla steel",1576,"false",6281,0,"tile.advgenerators.turbine_hsla steel.name","true",""
"Advanced Generators","advgenerators:turbine_infinity",1589,"false",6331,0,"tile.advgenerators.turbine_infinity.name","true",""
"Advanced Generators","advgenerators:turbine_iron",1584,"false",6311,0,"Iron Turbine","true",""
"Advanced Generators","advgenerators:turbine_osgloglas",1586,"false",6319,0,"tile.advgenerators.turbine_osgloglas.name","true",""
"Advanced Generators","advgenerators:turbine_protoneutronium",1577,"false",6285,0,"tile.advgenerators.turbine_protoneutronium.name","true",""
"Advanced Generators","advgenerators:turbine_steel",1581,"false",6301,0,"Steel Turbine","true",""
"Advanced Generators","advgenerators:turbine_stellar",1580,"false",6297,0,"tile.advgenerators.turbine_stellar.name","true",""
"Advanced Generators","advgenerators:turbine_titanium",1588,"false",6327,0,"tile.advgenerators.turbine_titanium.name","true",""
"Advanced Generators","advgenerators:turbine_tungstensteel",1579,"false",6293,0,"tile.advgenerators.turbine_tungstensteel.name","true",""
"Advanced Generators","advgenerators:turbine_ultimate",1585,"false",6315,0,"tile.advgenerators.turbine_ultimate.name","true",""
"Advanced Lifting Methods","advancedliftingmethods:advanced_blowing_elevator",323,"false",4160,0,"Advanced Blowing Elevator","true",""
"Advanced Lifting Methods","advancedliftingmethods:advanced_ender_elevator",326,"false",4163,0,"Advanced Ender Elevator","true",""
"Advanced Lifting Methods","advancedliftingmethods:blowing_elevator",322,"false",4159,0,"Blowing Elevator","true",""
"Advanced Lifting Methods","advancedliftingmethods:double_acacia_stairs",310,"false",4155,0,"Double Acacia Wood Stairs","true",""
"Advanced Lifting Methods","advancedliftingmethods:double_acacia_stairs_top",311,"false",,,"tile.double_acacia_stairs_top.name","true",""
"Advanced Lifting Methods","advancedliftingmethods:double_birch_stairs",304,"false",4152,0,"Double Birch Wood Stairs","true",""
"Advanced Lifting Methods","advancedliftingmethods:double_birch_stairs_top",305,"false",,,"tile.double_birch_stairs_top.name","true",""
"Advanced Lifting Methods","advancedliftingmethods:double_brick_stairs",294,"false",4147,0,"Double Brick Stairs","true",""
"Advanced Lifting Methods","advancedliftingmethods:double_brick_stairs_top",295,"false",,,"tile.double_brick_stairs_top.name","true",""
"Advanced Lifting Methods","advancedliftingmethods:double_cobblestone_stairs",292,"false",4146,0,"Double Cobblestone Stairs","true",""
"Advanced Lifting Methods","advancedliftingmethods:double_cobblestone_stairs_top",293,"false",,,"tile.double_cobblestone_stairs_top.name","true",""
"Advanced Lifting Methods","advancedliftingmethods:double_dark_oak_stairs",312,"false",4156,0,"Double Dark Oak Wood Stairs","true",""
"Advanced Lifting Methods","advancedliftingmethods:double_dark_oak_stairs_top",313,"false",,,"tile.double_dark_oak_stairs_top.name","true",""
"Advanced Lifting Methods","advancedliftingmethods:double_jungle_stairs",306,"false",4153,0,"Double Jungle Wood Stairs","true",""
"Advanced Lifting Methods","advancedliftingmethods:double_jungle_stairs_top",307,"false",,,"tile.double_jungle_stairs_top.name","true",""
"Advanced Lifting Methods","advancedliftingmethods:double_nether_brick_stairs",298,"false",4149,0,"Double Nether Brick Stairs","true",""
"Advanced Lifting Methods","advancedliftingmethods:double_nether_brick_stairs_top",299,"false",,,"tile.double_nether_brick_stairs_top.name","true",""
"Advanced Lifting Methods","advancedliftingmethods:double_oak_stairs",290,"false",4145,0,"Double Oak Wood Stairs","true",""
"Advanced Lifting Methods","advancedliftingmethods:double_oak_stairs_top",291,"false",,,"tile.double_oak_stairs_top.name","true",""
"Advanced Lifting Methods","advancedliftingmethods:double_purpur_stairs",316,"false",4158,0,"Double Purpur Stairs","true",""
"Advanced Lifting Methods","advancedliftingmethods:double_purpur_stairs_top",317,"false",,,"tile.double_purpur_stairs_top.name","true",""
"Advanced Lifting Methods","advancedliftingmethods:double_quartz_stairs",308,"false",4154,0,"Double Quartz Stairs","true",""
"Advanced Lifting Methods","advancedliftingmethods:double_quartz_stairs_top",309,"false",,,"tile.double_quartz_stairs_top.name","true",""
"Advanced Lifting Methods","advancedliftingmethods:double_red_sandstone_stairs",314,"false",4157,0,"Double Red Sandstone Stairs","true",""
"Advanced Lifting Methods","advancedliftingmethods:double_red_sandstone_stairs_top",315,"false",,,"tile.double_red_sandstone_stairs_top.name","true",""
"Advanced Lifting Methods","advancedliftingmethods:double_sandstone_stairs",300,"false",4150,0,"Double Sandstone Stairs","true",""
"Advanced Lifting Methods","advancedliftingmethods:double_sandstone_stairs_top",301,"false",,,"tile.double_sandstone_stairs_top.name","true",""
"Advanced Lifting Methods","advancedliftingmethods:double_spruce_stairs",302,"false",4151,0,"Double Spruce Wood Stairs","true",""
"Advanced Lifting Methods","advancedliftingmethods:double_spruce_stairs_top",303,"false",,,"tile.double_spruce_stairs_top.name","true",""
"Advanced Lifting Methods","advancedliftingmethods:double_stone_brick_stairs",296,"false",4148,0,"Double Stone Brick Stairs","true",""
"Advanced Lifting Methods","advancedliftingmethods:double_stone_brick_stairs_top",297,"false",,,"tile.double_stone_brick_stairs_top.name","true",""
"Advanced Lifting Methods","advancedliftingmethods:ender_elevator",325,"false",4162,0,"Ender Elevator","true",""
"Advanced Lifting Methods","advancedliftingmethods:powered_ladder_east",320,"false",,,"tile.powered_ladder_east.name","true",""
"Advanced Lifting Methods","advancedliftingmethods:powered_ladder_north",318,"false",,,"tile.powered_ladder_north.name","true",""
"Advanced Lifting Methods","advancedliftingmethods:powered_ladder_south",319,"false",,,"tile.powered_ladder_south.name","true",""
"Advanced Lifting Methods","advancedliftingmethods:powered_ladder_west",321,"false",,,"tile.powered_ladder_west.name","true",""
"Advanced Lifting Methods","advancedliftingmethods:ultimate_blowing_elevator",324,"false",4161,0,"Ultimate Blowing Elevator","true",""
"Advanced Lifting Methods","advancedliftingmethods:ultimate_ender_elevator",327,"false",4164,0,"Ultimate Ender Elevator","true",""
"AgriCraft","agricraft:crop",4727,"false",,,"tile.agricraft:crop.name","true",""
"AgriCraft","agricraft:grate",4736,"false",11868,0,"Wooden Grate","true",""
"AgriCraft","agricraft:peripheral",4729,"false",11862,0,"Computer Controlled Seed Analyzer","true",""
"AgriCraft","agricraft:seed_analyzer",4728,"false",11861,0,"Seed Analyzer","true",""
"AgriCraft","agricraft:sprinkler",4735,"false",11867,0,"Sprinkler","true",""
"AgriCraft","agricraft:water_channel_full",4733,"false",11865,0,"Wooden Irrigation Channel","true",""
"AgriCraft","agricraft:water_channel_normal",4732,"false",11864,0,"Wooden Irrigation Channel","true",""
"AgriCraft","agricraft:water_channel_valve",4734,"false",11866,0,"Wooden Channel Valve","true",""
"AgriCraft","agricraft:water_pad",4730,"false",,,"Water Pad","true",""
"AgriCraft","agricraft:water_tank",4731,"false",11863,0,"Wooden Water Tank","true",""
"Animus","animus:blockantimatter",3128,"false",8592,0,"Antimatter","true",""
"Animus","animus:blockbloodcore",3125,"false",8589,0,"Blood Core","true",""
"Animus","animus:blockbloodsapling",3126,"false",8590,0,"Blood Sapling","true",""
"Animus","animus:blockbloodwood",3127,"false",8591,0,"Blood Wood","true",""
