+----------------------------------+-----------------------------------+------------------------------------------+-----+-------------------------+--------+---------------+
| Mod name                         | Registry name                     | Potion Name                              |  ID | Liquid color            | Is bad | Is beneficial |
| Immersive Engineering            | immersiveengineering:sticky       | immersiveengineering.potion.sticky       | 122 | 0x009C6800 (  10250240) |   true |         false |
| Immersive Engineering            | immersiveengineering:stunned      | immersiveengineering.potion.stunned      | 123 | 0x00624A98 (   6441624) |   true |         false |
| Minecraft                        | minecraft:absorption              | effect.absorption                        |  22 | 0x002552A5 (   2445989) |  false |          true |
| Minecraft                        | minecraft:blindness               | effect.blindness                         |  15 | 0x001F1F23 (   2039587) |   true |         false |
| Minecraft                        | minecraft:fire_resistance         | effect.fireResistance                    |  12 | 0x00E49A3A (  14981690) |  false |          true |
| Minecraft                        | minecraft:glowing                 | effect.glowing                           |  24 | 0x0094A061 (   9740385) |  false |         false |
| Minecraft                        | minecraft:haste                   | effect.digSpeed                          |   3 | 0x00D9C043 (  14270531) |  false |          true |
| Minecraft                        | minecraft:health_boost            | effect.healthBoost                       |  21 | 0x00F87D23 (  16284963) |  false |          true |
| Minecraft                        | minecraft:hunger                  | effect.hunger                            |  17 | 0x00587653 (   5797459) |   true |         false |
| Minecraft                        | minecraft:instant_damage          | effect.harm                              |   7 | 0x00430A09 (   4393481) |   true |          true |
| Minecraft                        | minecraft:instant_health          | effect.heal                              |   6 | 0x00F82423 (  16262179) |  false |          true |
| Minecraft                        | minecraft:invisibility            | effect.invisibility                      |  14 | 0x007F8392 (   8356754) |  false |          true |
| Minecraft                        | minecraft:jump_boost              | effect.jump                              |   8 | 0x0022FF4C (   2293580) |  false |          true |
| Minecraft                        | minecraft:levitation              | effect.levitation                        |  25 | 0x00CEFFFF (  13565951) |   true |         false |
| Minecraft                        | minecraft:luck                    | effect.luck                              |  26 | 0x00339900 (   3381504) |  false |          true |
| Minecraft                        | minecraft:mining_fatigue          | effect.digSlowDown                       |   4 | 0x004A4217 (   4866583) |   true |         false |
| Minecraft                        | minecraft:nausea                  | effect.confusion                         |   9 | 0x00551D4A (   5578058) |   true |         false |
| Minecraft                        | minecraft:night_vision            | effect.nightVision                       |  16 | 0x001F1FA1 (   2039713) |  false |          true |
| Minecraft                        | minecraft:poison                  | effect.poison                            |  19 | 0x004E9331 (   5149489) |   true |         false |
| Minecraft                        | minecraft:regeneration            | effect.regeneration                      |  10 | 0x00CD5CAB (  13458603) |  false |          true |
| Minecraft                        | minecraft:resistance              | effect.resistance                        |  11 | 0x0099453A (  10044730) |  false |          true |
| Minecraft                        | minecraft:saturation              | effect.saturation                        |  23 | 0x00F82423 (  16262179) |  false |          true |
| Minecraft                        | minecraft:slowness                | effect.moveSlowdown                      |   2 | 0x005A6C81 (   5926017) |   true |         false |
| Minecraft                        | minecraft:speed                   | effect.moveSpeed                         |   1 | 0x007CAFC6 (   8171462) |  false |          true |
| Minecraft                        | minecraft:strength                | effect.damageBoost                       |   5 | 0x00932423 (   9643043) |  false |          true |
| Minecraft                        | minecraft:unluck                  | effect.unluck                            |  27 | 0x00C0A44D (  12624973) |   true |         false |
| Minecraft                        | minecraft:water_breathing         | effect.waterBreathing                    |  13 | 0x002E5299 (   3035801) |  false |          true |
| Minecraft                        | minecraft:weakness                | effect.weakness                          |  18 | 0x00484D48 (   4738376) |   true |         false |
| Minecraft                        | minecraft:wither                  | effect.wither                            |  20 | 0x00352A27 (   3484199) |   true |         false |
| Natural Pledge                   | naturalpledge:drab                | naturalpledge.potion.drab                | 103 | 0x00808080 (   8421504) |   true |         false |
| Natural Pledge                   | naturalpledge:everburn            | naturalpledge.potion.everburn            | 108 | 0x00DD581F (  14506015) |   true |         false |
| Natural Pledge                   | naturalpledge:faithlessness       | naturalpledge.potion.faithlessness       | 102 | 0x00916464 (   9528420) |   true |         false |
| Natural Pledge                   | naturalpledge:featherweight       | naturalpledge.potion.featherweight       | 106 | 0x0087CEEB (   8900331) |   true |         false |
| Natural Pledge                   | naturalpledge:immortality         | naturalpledge.potion.immortality         | 107 | 0x00E2BD16 (  14859542) |  false |          true |
| Natural Pledge                   | naturalpledge:overcharged         | naturalpledge.potion.overcharged         | 105 | 0x0000E4D7 (     58583) |   true |         false |
| Natural Pledge                   | naturalpledge:rooted              | naturalpledge.potion.rooted              | 104 | 0x00634D05 (   6507781) |   true |         false |
| Natural Pledge                   | naturalpledge:trap_seer           | naturalpledge.potion.trap_seer           | 109 | 0x00FFB43F (  16757823) |  false |          true |
| Random PSIdeas                   | rpsideas:affinity                 | rpsideas.potion.affinity                 | 101 | 0x001D6D9E (   1928606) |  false |          true |
| Random PSIdeas                   | rpsideas:burnout                  | rpsideas.potion.burnout                  | 100 | 0x00E31E24 (  14884388) |   true |         false |
| Random PSIdeas                   | rpsideas:flash                    | rpsideas.potion.flash                    |  99 | 0x00FFFFFF (  16777215) |   true |         false |
| Random PSIdeas                   | rpsideas:psipulse                 | rpsideas.potion.psipulse                 |  97 | 0x0013C5FF (   1295871) |  false |          true |
| Random PSIdeas                   | rpsideas:psishock                 | rpsideas.potion.psishock                 |  96 | 0x00FF4D12 (  16731410) |   true |         false |
| Random PSIdeas                   | rpsideas:unseeing                 | rpsideas.potion.unseeing                 |  98 | 0x0091ACD8 (   9546968) |  false |          true |
| Random Things                    | randomthings:collapse             | Collapse                                 |  32 | 0xFFFFAFAF (    -20561) |   true |         false |
| Random Things                    | randomthings:imbue_collapse       | Collapse Imbue                           |  31 | 0xFFFFAFAF (    -20561) |  false |         false |
| Random Things                    | randomthings:imbue_experience     | Experience Imbue                         |  29 | 0xFFFFFF00 (      -256) |  false |         false |
| Random Things                    | randomthings:imbue_fire           | Fire Imbue                               |   0 | 0xFFFFC800 (    -14336) |  false |         false |
| Random Things                    | randomthings:imbue_poison         | Poison Imbue                             |  28 | 0xFF00B200 ( -16731648) |  false |         false |
| Random Things                    | randomthings:imbue_wither         | Wither Imbue                             |  30 | 0xFF030303 ( -16579837) |  false |         false |
| Reliquary                        | xreliquary:cure_potion            | xreliquary.potion.cure                   | 161 | 0x00EFED4A (  15723850) |  false |         false |
| Reliquary                        | xreliquary:flight_potion          | xreliquary.potion.flight                 | 160 | 0x00000000 (         0) |  false |         false |
| Reliquary                        | xreliquary:pacification_potion    | xreliquary.potion.pacification           | 158 | 0x00000000 (         0) |  false |         false |
| Roots                            | roots:freeze                      | Freeze                                   | 157 | 0x00FFFFFF (  16777215) |  false |         false |
| Soot                             | soot:ale                          | effect.ale                               | 159 | 0xFF7D4E18 (  -8565224) |  false |          true |
| Soot                             | soot:fire_lung                    | effect.fire_lung                         | 169 | 0xFF985D3F (  -6791873) |  false |          true |
| Soot                             | soot:inner_fire                   | effect.inner_fire                        | 162 | 0xFFF02020 (  -1040352) |  false |          true |
| Soot                             | soot:inspiration                  | effect.inspiration                       | 167 | 0xFF40FF20 ( -12517600) |  false |          true |
| Soot                             | soot:lifedrinker                  | effect.lifedrinker                       | 165 | 0xFF5A1414 ( -10873836) |  false |          true |
| Soot                             | soot:snowpoff                     | effect.snowpoff                          | 166 | 0xFFF0FFFF (   -983041) |  false |          true |
| Soot                             | soot:steadfast                    | effect.steadfast                         | 164 | 0xFF96FFFF (  -6881281) |  false |          true |
| Soot                             | soot:stoutness                    | effect.stoutness                         | 168 | 0xFFF0FF80 (   -983168) |  false |          true |
| Soot                             | soot:tipsy                        | effect.tipsy                             | 163 | 0xFF5A4614 ( -10861036) |   true |         false |
| Thaumcraft                       | thaumcraft:blurredvision          | potion.blurred                           |  39 | 0x00808080 (   8421504) |   true |         false |
| Thaumcraft                       | thaumcraft:deathgaze              | potion.deathgaze                         |  38 | 0x00664433 (   6702131) |   true |         false |
| Thaumcraft                       | thaumcraft:fluxtaint              | potion.flux_taint                        |  33 | 0x00663377 (   6697847) |   true |         false |
| Thaumcraft                       | thaumcraft:infectiousvisexhaust   | potion.infvisexhaust                     |  35 | 0x00665577 (   6706551) |   true |         false |
| Thaumcraft                       | thaumcraft:sunscorned             | potion.sunscorned                        |  40 | 0x00F8D86A (  16308330) |   true |         false |
| Thaumcraft                       | thaumcraft:thaumarhia             | potion.thaumarhia                        |  41 | 0x00664477 (   6702199) |   true |         false |
| Thaumcraft                       | thaumcraft:unnaturalhunger        | potion.unhunger                          |  36 | 0x00446633 (   4482611) |   true |         false |
| Thaumcraft                       | thaumcraft:visexhaust             | potion.vis_exhaust                       |  34 | 0x00664477 (   6702199) |   true |         false |
| Thaumcraft                       | thaumcraft:warpward               | potion.warpward                          |  37 | 0x00E0F2F7 (  14742263) |  false |         false |
| Thaumic Additions: Reconstructed | thaumadditions:sanity_checker     |                                          | 156 | 0xFFFFFFFF (        -1) |  false |         false |
| Thaumic Additions: Reconstructed | thaumadditions:sonus              | potion.thaumadditions:sonus              | 155 | 0x00FFAA00 (  16755200) |  false |         false |
| Tinkers' Construct               | tconstruct:carry                  | potion.carry                             | 110 | 0x00FFFFFF (  16777215) |  false |         false |
| Tinkers' Construct               | tconstruct:dot                    | potion.dot                               | 115 | 0x00FFFFFF (  16777215) |   true |         false |
| Tinkers' Construct               | tconstruct:enderference           | potion.enderference                      | 111 | 0x0021985F (   2201695) |   true |         false |
| Tinkers' Construct               | tconstruct:insatiable             | potion.insatiable                        | 112 | 0x00FFFFFF (  16777215) |   true |         false |
| Tinkers' Construct               | tconstruct:magnetic               | potion.magnetic                          | 113 | 0x00FFFFFF (  16777215) |  false |         false |
| Tinkers' Construct               | tconstruct:momentum               | potion.momentum                          | 114 | 0x00FFFFFF (  16777215) |  false |         false |
| Tinkers' Construct               | tconstruct:splinter               | potion.splinter                          | 116 | 0x00FFFFFF (  16777215) |   true |         false |
+----------------------------------+-----------------------------------+------------------------------------------+-----+-------------------------+--------+---------------+
| Mod name                         | Registry name                     | Potion Name                              |  ID | Liquid color            | Is bad | Is beneficial |
+----------------------------------+-----------------------------------+------------------------------------------+-----+-------------------------+--------+---------------+
