+--------------------------------+-----+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| Registry name                  |  ID | Effects                                                                                                                                                                                |
| cofhcore:poison2+              | 146 | PotionEffect:{Potion:[reg:minecraft:poison,name:effect.poison,isBad:true,isBeneficial:false],amplifier:1,duration:600,isSplashPotion:false,isAmbient:false}                            |
| cofhcore:poison3               | 124 | PotionEffect:{Potion:[reg:minecraft:poison,name:effect.poison,isBad:true,isBeneficial:false],amplifier:2,duration:225,isSplashPotion:false,isAmbient:false}                            |
| cofhcore:poison3+              | 147 | PotionEffect:{Potion:[reg:minecraft:poison,name:effect.poison,isBad:true,isBeneficial:false],amplifier:2,duration:450,isSplashPotion:false,isAmbient:false}                            |
| cofhcore:poison4               | 125 | PotionEffect:{Potion:[reg:minecraft:poison,name:effect.poison,isBad:true,isBeneficial:false],amplifier:3,duration:180,isSplashPotion:false,isAmbient:false}                            |
| cofhcore:regeneration2+        | 148 | PotionEffect:{Potion:[reg:minecraft:regeneration,name:effect.regeneration,isBad:false,isBeneficial:true],amplifier:1,duration:600,isSplashPotion:false,isAmbient:false}                |
| cofhcore:regeneration3         | 126 | PotionEffect:{Potion:[reg:minecraft:regeneration,name:effect.regeneration,isBad:false,isBeneficial:true],amplifier:2,duration:225,isSplashPotion:false,isAmbient:false}                |
| cofhcore:regeneration3+        | 149 | PotionEffect:{Potion:[reg:minecraft:regeneration,name:effect.regeneration,isBad:false,isBeneficial:true],amplifier:2,duration:450,isSplashPotion:false,isAmbient:false}                |
| cofhcore:regeneration4         | 127 | PotionEffect:{Potion:[reg:minecraft:regeneration,name:effect.regeneration,isBad:false,isBeneficial:true],amplifier:3,duration:180,isSplashPotion:false,isAmbient:false}                |
| cofhcore:resistance            |  99 | PotionEffect:{Potion:[reg:minecraft:resistance,name:effect.resistance,isBad:false,isBeneficial:true],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                   |
| cofhcore:resistance+           | 100 | PotionEffect:{Potion:[reg:minecraft:resistance,name:effect.resistance,isBad:false,isBeneficial:true],amplifier:0,duration:9600,isSplashPotion:false,isAmbient:false}                   |
| cofhcore:resistance2           | 101 | PotionEffect:{Potion:[reg:minecraft:resistance,name:effect.resistance,isBad:false,isBeneficial:true],amplifier:1,duration:1800,isSplashPotion:false,isAmbient:false}                   |
| cofhcore:resistance2+          | 154 | PotionEffect:{Potion:[reg:minecraft:resistance,name:effect.resistance,isBad:false,isBeneficial:true],amplifier:1,duration:3200,isSplashPotion:false,isAmbient:false}                   |
| cofhcore:resistance3           | 132 | PotionEffect:{Potion:[reg:minecraft:resistance,name:effect.resistance,isBad:false,isBeneficial:true],amplifier:2,duration:900,isSplashPotion:false,isAmbient:false}                    |
| cofhcore:resistance3+          | 155 | PotionEffect:{Potion:[reg:minecraft:resistance,name:effect.resistance,isBad:false,isBeneficial:true],amplifier:2,duration:2400,isSplashPotion:false,isAmbient:false}                   |
| cofhcore:resistance4           | 133 | PotionEffect:{Potion:[reg:minecraft:resistance,name:effect.resistance,isBad:false,isBeneficial:true],amplifier:3,duration:720,isSplashPotion:false,isAmbient:false}                    |
| cofhcore:strength2+            | 150 | PotionEffect:{Potion:[reg:minecraft:strength,name:effect.damageBoost,isBad:false,isBeneficial:true],amplifier:1,duration:3200,isSplashPotion:false,isAmbient:false}                    |
| cofhcore:strength3             | 128 | PotionEffect:{Potion:[reg:minecraft:strength,name:effect.damageBoost,isBad:false,isBeneficial:true],amplifier:2,duration:900,isSplashPotion:false,isAmbient:false}                     |
| cofhcore:strength3+            | 151 | PotionEffect:{Potion:[reg:minecraft:strength,name:effect.damageBoost,isBad:false,isBeneficial:true],amplifier:2,duration:2400,isSplashPotion:false,isAmbient:false}                    |
| cofhcore:strength4             | 129 | PotionEffect:{Potion:[reg:minecraft:strength,name:effect.damageBoost,isBad:false,isBeneficial:true],amplifier:3,duration:720,isSplashPotion:false,isAmbient:false}                     |
| cofhcore:swiftness2+           | 144 | PotionEffect:{Potion:[reg:minecraft:speed,name:effect.moveSpeed,isBad:false,isBeneficial:true],amplifier:1,duration:3200,isSplashPotion:false,isAmbient:false}                         |
| cofhcore:swiftness3            | 118 | PotionEffect:{Potion:[reg:minecraft:speed,name:effect.moveSpeed,isBad:false,isBeneficial:true],amplifier:2,duration:900,isSplashPotion:false,isAmbient:false}                          |
| cofhcore:swiftness3+           | 145 | PotionEffect:{Potion:[reg:minecraft:speed,name:effect.moveSpeed,isBad:false,isBeneficial:true],amplifier:2,duration:2400,isSplashPotion:false,isAmbient:false}                         |
| cofhcore:swiftness4            | 119 | PotionEffect:{Potion:[reg:minecraft:speed,name:effect.moveSpeed,isBad:false,isBeneficial:true],amplifier:3,duration:720,isSplashPotion:false,isAmbient:false}                          |
| cofhcore:unluck                | 110 | PotionEffect:{Potion:[reg:minecraft:unluck,name:effect.unluck,isBad:true,isBeneficial:false],amplifier:0,duration:1800,isSplashPotion:false,isAmbient:false}                           |
| cofhcore:unluck+               | 111 | PotionEffect:{Potion:[reg:minecraft:unluck,name:effect.unluck,isBad:true,isBeneficial:false],amplifier:0,duration:4800,isSplashPotion:false,isAmbient:false}                           |
| cofhcore:unluck2               | 112 | PotionEffect:{Potion:[reg:minecraft:unluck,name:effect.unluck,isBad:true,isBeneficial:false],amplifier:1,duration:900,isSplashPotion:false,isAmbient:false}                            |
| cofhcore:unluck2+              | 160 | PotionEffect:{Potion:[reg:minecraft:unluck,name:effect.unluck,isBad:true,isBeneficial:false],amplifier:1,duration:1600,isSplashPotion:false,isAmbient:false}                           |
| cofhcore:unluck3               | 138 | PotionEffect:{Potion:[reg:minecraft:unluck,name:effect.unluck,isBad:true,isBeneficial:false],amplifier:2,duration:450,isSplashPotion:false,isAmbient:false}                            |
| cofhcore:unluck3+              | 161 | PotionEffect:{Potion:[reg:minecraft:unluck,name:effect.unluck,isBad:true,isBeneficial:false],amplifier:2,duration:1200,isSplashPotion:false,isAmbient:false}                           |
| cofhcore:unluck4               | 139 | PotionEffect:{Potion:[reg:minecraft:unluck,name:effect.unluck,isBad:true,isBeneficial:false],amplifier:3,duration:360,isSplashPotion:false,isAmbient:false}                            |
| cofhcore:wither                | 113 | PotionEffect:{Potion:[reg:minecraft:wither,name:effect.wither,isBad:true,isBeneficial:false],amplifier:0,duration:900,isSplashPotion:false,isAmbient:false}                            |
| cofhcore:wither+               | 114 | PotionEffect:{Potion:[reg:minecraft:wither,name:effect.wither,isBad:true,isBeneficial:false],amplifier:0,duration:1800,isSplashPotion:false,isAmbient:false}                           |
| cofhcore:wither2               | 115 | PotionEffect:{Potion:[reg:minecraft:wither,name:effect.wither,isBad:true,isBeneficial:false],amplifier:1,duration:450,isSplashPotion:false,isAmbient:false}                            |
| cofhcore:wither2+              | 162 | PotionEffect:{Potion:[reg:minecraft:wither,name:effect.wither,isBad:true,isBeneficial:false],amplifier:1,duration:600,isSplashPotion:false,isAmbient:false}                            |
| cofhcore:wither3               | 140 | PotionEffect:{Potion:[reg:minecraft:wither,name:effect.wither,isBad:true,isBeneficial:false],amplifier:2,duration:225,isSplashPotion:false,isAmbient:false}                            |
| cofhcore:wither3+              | 163 | PotionEffect:{Potion:[reg:minecraft:wither,name:effect.wither,isBad:true,isBeneficial:false],amplifier:2,duration:450,isSplashPotion:false,isAmbient:false}                            |
| cofhcore:wither4               | 141 | PotionEffect:{Potion:[reg:minecraft:wither,name:effect.wither,isBad:true,isBeneficial:false],amplifier:3,duration:180,isSplashPotion:false,isAmbient:false}                            |
| cyclicmagic:blindness          |  72 | PotionEffect:{Potion:[reg:minecraft:blindness,name:effect.blindness,isBad:true,isBeneficial:false],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                     |
| cyclicmagic:bounce             |  61 | PotionEffect:{Potion:[reg:cyclicmagic:potion.bounce,name:potion.bounce,isBad:false,isBeneficial:false],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                 |
| cyclicmagic:butter             |  55 | PotionEffect:{Potion:[reg:cyclicmagic:potion.butter,name:potion.butter,isBad:false,isBeneficial:false],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                 |
| cyclicmagic:butter2            |  56 | PotionEffect:{Potion:[reg:cyclicmagic:potion.butter,name:potion.butter,isBad:false,isBeneficial:false],amplifier:1,duration:1800,isSplashPotion:false,isAmbient:false}                 |
| cyclicmagic:ender              |  53 | PotionEffect:{Potion:[reg:cyclicmagic:potion.ender,name:potion.ender,isBad:false,isBeneficial:false],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                   |
| cyclicmagic:frostwalker        |  62 | PotionEffect:{Potion:[reg:cyclicmagic:potion.frostwalker,name:potion.frostwalker,isBad:false,isBeneficial:false],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}       |
| cyclicmagic:haste              |  65 | PotionEffect:{Potion:[reg:minecraft:haste,name:effect.digSpeed,isBad:false,isBeneficial:true],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                          |
| cyclicmagic:haste2             |  66 | PotionEffect:{Potion:[reg:minecraft:haste,name:effect.digSpeed,isBad:false,isBeneficial:true],amplifier:1,duration:1800,isSplashPotion:false,isAmbient:false}                          |
| cyclicmagic:healthboost        |  69 | PotionEffect:{Potion:[reg:minecraft:health_boost,name:effect.healthBoost,isBad:false,isBeneficial:true],amplifier:4,duration:3600,isSplashPotion:false,isAmbient:false}                |
| cyclicmagic:hunger             |  74 | PotionEffect:{Potion:[reg:minecraft:hunger,name:effect.hunger,isBad:true,isBeneficial:false],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                           |
| cyclicmagic:levitation         |  64 | PotionEffect:{Potion:[reg:minecraft:levitation,name:effect.levitation,isBad:true,isBeneficial:false],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                   |
| cyclicmagic:luck               |  70 | PotionEffect:{Potion:[reg:minecraft:luck,name:effect.luck,isBad:false,isBeneficial:true],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                               |
| cyclicmagic:magnet             |  63 | PotionEffect:{Potion:[reg:cyclicmagic:potion.magnet,name:potion.magnet,isBad:false,isBeneficial:false],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                 |
| cyclicmagic:resistance         |  67 | PotionEffect:{Potion:[reg:minecraft:resistance,name:effect.resistance,isBad:false,isBeneficial:true],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                   |
| cyclicmagic:resistance2        |  68 | PotionEffect:{Potion:[reg:minecraft:resistance,name:effect.resistance,isBad:false,isBeneficial:true],amplifier:1,duration:1800,isSplashPotion:false,isAmbient:false}                   |
| cyclicmagic:saturation         |  73 | PotionEffect:{Potion:[reg:minecraft:saturation,name:effect.saturation,isBad:false,isBeneficial:true],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                   |
| cyclicmagic:slowfall           |  57 | PotionEffect:{Potion:[reg:cyclicmagic:potion.slowfall,name:potion.slowfall,isBad:false,isBeneficial:false],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}             |
| cyclicmagic:snow               |  54 | PotionEffect:{Potion:[reg:cyclicmagic:potion.snow,name:potion.snow,isBad:false,isBeneficial:false],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                     |
| cyclicmagic:swim               |  59 | PotionEffect:{Potion:[reg:cyclicmagic:potion.swimspeed,name:potion.swimspeed,isBad:false,isBeneficial:false],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}           |
| cyclicmagic:swim2              |  60 | PotionEffect:{Potion:[reg:cyclicmagic:potion.swimspeed,name:potion.swimspeed,isBad:false,isBeneficial:false],amplifier:1,duration:1800,isSplashPotion:false,isAmbient:false}           |
| cyclicmagic:waterwalk          |  58 | PotionEffect:{Potion:[reg:cyclicmagic:potion.waterwalk,name:potion.waterwalk,isBad:false,isBeneficial:false],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}           |
| cyclicmagic:wither             |  71 | PotionEffect:{Potion:[reg:minecraft:wither,name:effect.wither,isBad:true,isBeneficial:false],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                           |
| enderio:confusion              |  40 | PotionEffect:{Potion:[reg:minecraft:nausea,name:effect.confusion,isBad:true,isBeneficial:false],amplifier:0,duration:900,isSplashPotion:false,isAmbient:false}                         |
| enderio:floating               |  42 | PotionEffect:{Potion:[reg:minecraft:levitation,name:effect.levitation,isBad:true,isBeneficial:false],amplifier:0,duration:140,isSplashPotion:false,isAmbient:false}                    |
| enderio:long_confusion         |  41 | PotionEffect:{Potion:[reg:minecraft:nausea,name:effect.confusion,isBad:true,isBeneficial:false],amplifier:0,duration:2400,isSplashPotion:false,isAmbient:false}                        |
| enderio:long_floating          |  44 | PotionEffect:{Potion:[reg:minecraft:levitation,name:effect.levitation,isBad:true,isBeneficial:false],amplifier:0,duration:560,isSplashPotion:false,isAmbient:false}                    |
| enderio:long_withering         |  46 | PotionEffect:{Potion:[reg:minecraft:wither,name:effect.wither,isBad:true,isBeneficial:false],amplifier:0,duration:2400,isSplashPotion:false,isAmbient:false}                           |
| enderio:strong_floating        |  43 | PotionEffect:{Potion:[reg:minecraft:levitation,name:effect.levitation,isBad:true,isBeneficial:false],amplifier:2,duration:140,isSplashPotion:false,isAmbient:false}                    |
| enderio:withering              |  45 | PotionEffect:{Potion:[reg:minecraft:wither,name:effect.wither,isBad:true,isBeneficial:false],amplifier:0,duration:900,isSplashPotion:false,isAmbient:false}                            |
| enderzoo:confusion             | 166 | PotionEffect:{Potion:[reg:minecraft:nausea,name:effect.confusion,isBad:true,isBeneficial:false],amplifier:0,duration:900,isSplashPotion:false,isAmbient:false}                         |
| enderzoo:confusionlong         | 167 | PotionEffect:{Potion:[reg:minecraft:nausea,name:effect.confusion,isBad:true,isBeneficial:false],amplifier:0,duration:2400,isSplashPotion:false,isAmbient:false}                        |
| enderzoo:floating              | 168 | PotionEffect:{Potion:[reg:enderzoo:enderzoo.floatingpotion,name:enderzoo.floatingpotion,isBad:false,isBeneficial:false],amplifier:0,duration:70,isSplashPotion:false,isAmbient:false}  |
| enderzoo:floatinglong          | 170 | PotionEffect:{Potion:[reg:enderzoo:enderzoo.floatingpotion,name:enderzoo.floatingpotion,isBad:false,isBeneficial:false],amplifier:1,duration:12,isSplashPotion:false,isAmbient:false}  |
| enderzoo:floatingtwo           | 169 | PotionEffect:{Potion:[reg:enderzoo:enderzoo.floatingpotion,name:enderzoo.floatingpotion,isBad:false,isBeneficial:false],amplifier:0,duration:120,isSplashPotion:false,isAmbient:false} |
| enderzoo:withering             | 164 | PotionEffect:{Potion:[reg:minecraft:wither,name:effect.wither,isBad:true,isBeneficial:false],amplifier:0,duration:900,isSplashPotion:false,isAmbient:false}                            |
| enderzoo:witheringlong         | 165 | PotionEffect:{Potion:[reg:minecraft:wither,name:effect.wither,isBad:true,isBeneficial:false],amplifier:0,duration:2400,isSplashPotion:false,isAmbient:false}                           |
| minecraft:awkward              |   4 |                                                                                                                                                                                        |
| minecraft:empty                |   0 |                                                                                                                                                                                        |
| minecraft:fire_resistance      |  12 | PotionEffect:{Potion:[reg:minecraft:fire_resistance,name:effect.fireResistance,isBad:false,isBeneficial:true],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}          |
| minecraft:harming              |  23 | PotionEffect:{Potion:[reg:minecraft:instant_damage,name:effect.harm,isBad:true,isBeneficial:true],amplifier:0,duration:1,isSplashPotion:false,isAmbient:false}                         |
| minecraft:healing              |  21 | PotionEffect:{Potion:[reg:minecraft:instant_health,name:effect.heal,isBad:false,isBeneficial:true],amplifier:0,duration:1,isSplashPotion:false,isAmbient:false}                        |
| minecraft:invisibility         |   7 | PotionEffect:{Potion:[reg:minecraft:invisibility,name:effect.invisibility,isBad:false,isBeneficial:true],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}               |
| minecraft:leaping              |   9 | PotionEffect:{Potion:[reg:minecraft:jump_boost,name:effect.jump,isBad:false,isBeneficial:true],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                         |
| minecraft:long_fire_resistance |  13 | PotionEffect:{Potion:[reg:minecraft:fire_resistance,name:effect.fireResistance,isBad:false,isBeneficial:true],amplifier:0,duration:9600,isSplashPotion:false,isAmbient:false}          |
| minecraft:long_invisibility    |   8 | PotionEffect:{Potion:[reg:minecraft:invisibility,name:effect.invisibility,isBad:false,isBeneficial:true],amplifier:0,duration:9600,isSplashPotion:false,isAmbient:false}               |
| minecraft:long_leaping         |  10 | PotionEffect:{Potion:[reg:minecraft:jump_boost,name:effect.jump,isBad:false,isBeneficial:true],amplifier:0,duration:9600,isSplashPotion:false,isAmbient:false}                         |
| minecraft:long_night_vision    |   6 | PotionEffect:{Potion:[reg:minecraft:night_vision,name:effect.nightVision,isBad:false,isBeneficial:true],amplifier:0,duration:9600,isSplashPotion:false,isAmbient:false}                |
| minecraft:long_poison          |  26 | PotionEffect:{Potion:[reg:minecraft:poison,name:effect.poison,isBad:true,isBeneficial:false],amplifier:0,duration:1800,isSplashPotion:false,isAmbient:false}                           |
| minecraft:long_regeneration    |  29 | PotionEffect:{Potion:[reg:minecraft:regeneration,name:effect.regeneration,isBad:false,isBeneficial:true],amplifier:0,duration:1800,isSplashPotion:false,isAmbient:false}               |
| minecraft:long_slowness        |  18 | PotionEffect:{Potion:[reg:minecraft:slowness,name:effect.moveSlowdown,isBad:true,isBeneficial:false],amplifier:0,duration:4800,isSplashPotion:false,isAmbient:false}                   |
| minecraft:long_strength        |  32 | PotionEffect:{Potion:[reg:minecraft:strength,name:effect.damageBoost,isBad:false,isBeneficial:true],amplifier:0,duration:9600,isSplashPotion:false,isAmbient:false}                    |
| minecraft:long_swiftness       |  15 | PotionEffect:{Potion:[reg:minecraft:speed,name:effect.moveSpeed,isBad:false,isBeneficial:true],amplifier:0,duration:9600,isSplashPotion:false,isAmbient:false}                         |
| minecraft:long_water_breathing |  20 | PotionEffect:{Potion:[reg:minecraft:water_breathing,name:effect.waterBreathing,isBad:false,isBeneficial:true],amplifier:0,duration:9600,isSplashPotion:false,isAmbient:false}          |
| minecraft:long_weakness        |  35 | PotionEffect:{Potion:[reg:minecraft:weakness,name:effect.weakness,isBad:true,isBeneficial:false],amplifier:0,duration:4800,isSplashPotion:false,isAmbient:false}                       |
| minecraft:luck                 |  36 | PotionEffect:{Potion:[reg:minecraft:luck,name:effect.luck,isBad:false,isBeneficial:true],amplifier:0,duration:6000,isSplashPotion:false,isAmbient:false}                               |
| minecraft:mundane              |   2 |                                                                                                                                                                                        |
| minecraft:night_vision         |   5 | PotionEffect:{Potion:[reg:minecraft:night_vision,name:effect.nightVision,isBad:false,isBeneficial:true],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                |
| minecraft:poison               |  25 | PotionEffect:{Potion:[reg:minecraft:poison,name:effect.poison,isBad:true,isBeneficial:false],amplifier:0,duration:900,isSplashPotion:false,isAmbient:false}                            |
| minecraft:regeneration         |  28 | PotionEffect:{Potion:[reg:minecraft:regeneration,name:effect.regeneration,isBad:false,isBeneficial:true],amplifier:0,duration:900,isSplashPotion:false,isAmbient:false}                |
| minecraft:slowness             |  17 | PotionEffect:{Potion:[reg:minecraft:slowness,name:effect.moveSlowdown,isBad:true,isBeneficial:false],amplifier:0,duration:1800,isSplashPotion:false,isAmbient:false}                   |
| minecraft:strength             |  31 | PotionEffect:{Potion:[reg:minecraft:strength,name:effect.damageBoost,isBad:false,isBeneficial:true],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                    |
| minecraft:strong_harming       |  24 | PotionEffect:{Potion:[reg:minecraft:instant_damage,name:effect.harm,isBad:true,isBeneficial:true],amplifier:1,duration:1,isSplashPotion:false,isAmbient:false}                         |
| minecraft:strong_healing       |  22 | PotionEffect:{Potion:[reg:minecraft:instant_health,name:effect.heal,isBad:false,isBeneficial:true],amplifier:1,duration:1,isSplashPotion:false,isAmbient:false}                        |
| minecraft:strong_leaping       |  11 | PotionEffect:{Potion:[reg:minecraft:jump_boost,name:effect.jump,isBad:false,isBeneficial:true],amplifier:1,duration:1800,isSplashPotion:false,isAmbient:false}                         |
| minecraft:strong_poison        |  27 | PotionEffect:{Potion:[reg:minecraft:poison,name:effect.poison,isBad:true,isBeneficial:false],amplifier:1,duration:432,isSplashPotion:false,isAmbient:false}                            |
| minecraft:strong_regeneration  |  30 | PotionEffect:{Potion:[reg:minecraft:regeneration,name:effect.regeneration,isBad:false,isBeneficial:true],amplifier:1,duration:450,isSplashPotion:false,isAmbient:false}                |
| minecraft:strong_strength      |  33 | PotionEffect:{Potion:[reg:minecraft:strength,name:effect.damageBoost,isBad:false,isBeneficial:true],amplifier:1,duration:1800,isSplashPotion:false,isAmbient:false}                    |
| minecraft:strong_swiftness     |  16 | PotionEffect:{Potion:[reg:minecraft:speed,name:effect.moveSpeed,isBad:false,isBeneficial:true],amplifier:1,duration:1800,isSplashPotion:false,isAmbient:false}                         |
| minecraft:swiftness            |  14 | PotionEffect:{Potion:[reg:minecraft:speed,name:effect.moveSpeed,isBad:false,isBeneficial:true],amplifier:0,duration:3600,isSplashPotion:false,isAmbient:false}                         |
| minecraft:thick                |   3 |                                                                                                                                                                                        |
| minecraft:water                |   1 |                                                                                                                                                                                        |
