+-----------------------------------------------------+------+
| Registry name                                       |   ID |
| embers:block.heat_coil.cooking_loop                 |  973 |
| embers:block.heat_coil.high_loop                    | 1006 |
| embers:block.heat_coil.low_loop                     |  987 |
| embers:block.heat_coil.mid_loop                     |  922 |
| embers:block.ignem_reactor.plume                    | 1042 |
| embers:block.inferno_forge.close                    |  978 |
| embers:block.inferno_forge.fail                     | 1018 |
| embers:block.inferno_forge.loop                     |  943 |
| embers:block.inferno_forge.open                     |  996 |
| embers:block.inferno_forge.start                    | 1004 |
| embers:block.inferno_forge.success                  |  994 |
| embers:block.injector.loop                          | 1011 |
| embers:block.melter.loop                            | 1013 |
| embers:block.metal_seed.loop                        | 1002 |
| embers:block.metal_seed.ping                        | 1008 |
| embers:block.mini_boiler.loop_fast                  | 1003 |
| embers:block.mini_boiler.loop_mid                   |  944 |
| embers:block.mini_boiler.loop_slow                  |  923 |
| embers:block.mini_boiler.pressure_loop_high         |  992 |
| embers:block.mini_boiler.pressure_loop_low          | 1040 |
| embers:block.mini_boiler.pressure_loop_mid          | 1044 |
| embers:block.mini_boiler.rupture                    |  984 |
| embers:block.mixer.loop                             |  989 |
| embers:block.pedestal.loop                          | 1001 |
| embers:block.pipe.connect                           |  974 |
| embers:block.pipe.disconnect                        |  969 |
| embers:block.plinth.loop                            |  940 |
| embers:block.pump.fast                              | 1048 |
| embers:block.pump.mid                               |  934 |
| embers:block.pump.slow                              | 1017 |
| embers:block.stamper.down                           | 1014 |
| embers:block.stamper.up                             |  999 |
| embers:block.steam_engine.burn_loop                 |  976 |
| embers:block.steam_engine.start_burn                |  995 |
| embers:block.steam_engine.start_steam               |  953 |
| embers:block.steam_engine.steam_loop                |  935 |
| embers:block.steam_engine.stop                      |  939 |
| embers:entity.ancient_golem.death                   |  932 |
| embers:entity.ancient_golem.hurt                    |  926 |
| embers:entity.ancient_golem.punch                   |  952 |
| embers:entity.ancient_golem.step                    | 1015 |
| embers:fireball.big.fire                            |  975 |
| embers:fireball.big.hit                             |  925 |
| embers:fireball.small.fire                          |  979 |
| embers:fireball.small.hit                           | 1039 |
| embers:item.ash_amulet.burn                         | 1035 |
| embers:item.bauble.equip                            | 1010 |
| embers:item.bauble.unequip                          |  986 |
| embers:item.blazing_ray.empty                       |  993 |
| embers:item.blazing_ray.fire                        |  962 |
| embers:item.cinder_jet.boost                        |  942 |
| embers:item.cinder_staff.charge                     | 1049 |
| embers:item.cinder_staff.fail                       |  924 |
| embers:item.cinder_staff.loop                       |  988 |
| embers:item.codex.category.close                    | 1054 |
| embers:item.codex.category.open                     | 1038 |
| embers:item.codex.category.select                   |  964 |
| embers:item.codex.category.switch                   |  948 |
| embers:item.codex.category.unselect                 |  967 |
| embers:item.codex.check                             | 1055 |
| embers:item.codex.close                             | 1046 |
| embers:item.codex.lock                              |  981 |
| embers:item.codex.open                              |  961 |
| embers:item.codex.page.close                        |  946 |
| embers:item.codex.page.open                         | 1028 |
| embers:item.codex.page.switch                       |  980 |
| embers:item.codex.uncheck                           | 1052 |
| embers:item.codex.unlock                            |  982 |
| embers:item.explosion_charm.absorb                  | 1056 |
| embers:item.explosion_charm.recharge                |  938 |
| embers:item.heated.level_up                         | 1050 |
| embers:item.inflictor_gem.absorb                    | 1041 |
| embers:item.metallurgic_dust.convert                | 1047 |
| embers:item.metallurgic_dust.fail                   |  933 |
| embers:item.resonating_bell.ring                    |  950 |
| embers:item.scale.break                             | 1037 |
| embers:item.tyrfing.hit                             | 1051 |
| embers:item.windup.spring                           | 1016 |
| enderio:ds.jump                                     |  701 |
| enderio:ds.nightvision.off                          |  700 |
| enderio:ds.nightvision.on                           |  699 |
| enderio:generator.zombie.bubble                     |  698 |
| enderio:tab.switch                                  |  703 |
| enderio:telepad.teleport                            |  702 |
| enderutilities:jailer                               |  886 |
| enderutilities:molecular_exciter                    |  887 |
| enderzoo:owl.hootdouble                             |  889 |
| enderzoo:owl.hootsingle                             |  888 |
| enderzoo:owl.hurt                                   |  890 |
| engineersdoors:metal_gate_close                     |  740 |
| engineersdoors:metal_gate_open                      |  739 |
| engineersdoors:stone_door_close                     |  742 |
| engineersdoors:stone_door_open                      |  741 |
| extrabotany:annoyingflower                          |  743 |
| extrabotany:music.gaia3                             |  744 |
| extrabotany:music.herrscher                         |  746 |
| extrabotany:spearsubspace                           |  745 |
| immersiveengineering:birthdayparty                  |  905 |
| immersiveengineering:chargefast                     |  916 |
| immersiveengineering:chargeslow                     |  913 |
| immersiveengineering:crusher                        |  918 |
| immersiveengineering:dieselgenerator                |  908 |
| immersiveengineering:direswitch                     |  910 |
| immersiveengineering:metalpresspiston               |  912 |
| immersiveengineering:metalpresssmash                |  915 |
| immersiveengineering:railgunfire                    |  911 |
| immersiveengineering:revolverfire                   |  906 |
| immersiveengineering:revolverfirethump              |  903 |
| immersiveengineering:revolverreload                 |  914 |
| immersiveengineering:spark                          |  904 |
| immersiveengineering:spray                          |  917 |
| immersiveengineering:spray_fire                     |  907 |
| immersiveengineering:tesla                          |  909 |
| incorporeal:shrine                                  | 1075 |
| incorporeal:unstable                                | 1066 |
| integrateddynamics:effect.page.flipmultiple         |  892 |
| integrateddynamics:effect.page.flipsingle           |  891 |
| librarianlib:equip_bauble                           |  712 |
| malisisdoors:carriage_closed                        |  579 |
| malisisdoors:carriage_closing                       |  578 |
| malisisdoors:carriage_opening                       |  577 |
| malisisdoors:jaildoor                               |  571 |
| malisisdoors:rustydoor_closed                       |  582 |
| malisisdoors:rustydoor_closing                      |  581 |
| malisisdoors:rustydoor_opening                      |  580 |
| malisisdoors:rustyhatch_close                       |  576 |
| malisisdoors:rustyhatch_open                        |  575 |
| malisisdoors:shoji_door                             |  574 |
| malisisdoors:slidingdooro                           |  570 |
| malisisdoors:space_door_close                       |  573 |
| malisisdoors:space_door_open                        |  572 |
| mekanism:etc.beep                                   |  747 |
| mekanism:etc.cj                                     |  755 |
| mekanism:etc.click                                  |  748 |
| mekanism:etc.ding                                   |  749 |
| mekanism:etc.error                                  |  750 |
| mekanism:etc.gasmask                                |  751 |
| mekanism:etc.hydraulic                              |  752 |
| mekanism:etc.pop                                    |  753 |
| mekanism:etc.success                                |  754 |
| minecraft:ambient.cave                              |    0 |
| minecraft:block.anvil.break                         |    1 |
| minecraft:block.anvil.destroy                       |    2 |
| minecraft:block.anvil.fall                          |    3 |
| minecraft:block.anvil.hit                           |    4 |
| minecraft:block.anvil.land                          |    5 |
| minecraft:block.anvil.place                         |    6 |
| minecraft:block.anvil.step                          |    7 |
| minecraft:block.anvil.use                           |    8 |
| minecraft:block.brewing_stand.brew                  |    9 |
| minecraft:block.chest.close                         |   10 |
| minecraft:block.chest.locked                        |   11 |
| minecraft:block.chest.open                          |   12 |
| minecraft:block.chorus_flower.death                 |   13 |
| minecraft:block.chorus_flower.grow                  |   14 |
| minecraft:block.cloth.break                         |   15 |
| minecraft:block.cloth.fall                          |   16 |
| minecraft:block.cloth.hit                           |   17 |
| minecraft:block.cloth.place                         |   18 |
| minecraft:block.cloth.step                          |   19 |
| minecraft:block.comparator.click                    |   20 |
| minecraft:block.dispenser.dispense                  |   21 |
| minecraft:block.dispenser.fail                      |   22 |
| minecraft:block.dispenser.launch                    |   23 |
| minecraft:block.enchantment_table.use               |   24 |
| minecraft:block.end_gateway.spawn                   |   25 |
| minecraft:block.end_portal.spawn                    |   26 |
| minecraft:block.end_portal_frame.fill               |   27 |
| minecraft:block.enderchest.close                    |   28 |
| minecraft:block.enderchest.open                     |   29 |
| minecraft:block.fence_gate.close                    |   30 |
| minecraft:block.fence_gate.open                     |   31 |
| minecraft:block.fire.ambient                        |   32 |
| minecraft:block.fire.extinguish                     |   33 |
| minecraft:block.furnace.fire_crackle                |   34 |
| minecraft:block.glass.break                         |   35 |
| minecraft:block.glass.fall                          |   36 |
| minecraft:block.glass.hit                           |   37 |
| minecraft:block.glass.place                         |   38 |
| minecraft:block.glass.step                          |   39 |
| minecraft:block.grass.break                         |   40 |
| minecraft:block.grass.fall                          |   41 |
| minecraft:block.grass.hit                           |   42 |
| minecraft:block.grass.place                         |   43 |
| minecraft:block.grass.step                          |   44 |
| minecraft:block.gravel.break                        |   45 |
| minecraft:block.gravel.fall                         |   46 |
| minecraft:block.gravel.hit                          |   47 |
| minecraft:block.gravel.place                        |   48 |
| minecraft:block.gravel.step                         |   49 |
| minecraft:block.iron_door.close                     |   50 |
| minecraft:block.iron_door.open                      |   51 |
| minecraft:block.iron_trapdoor.close                 |   52 |
| minecraft:block.iron_trapdoor.open                  |   53 |
| minecraft:block.ladder.break                        |   54 |
| minecraft:block.ladder.fall                         |   55 |
| minecraft:block.ladder.hit                          |   56 |
| minecraft:block.ladder.place                        |   57 |
| minecraft:block.ladder.step                         |   58 |
| minecraft:block.lava.ambient                        |   59 |
| minecraft:block.lava.extinguish                     |   60 |
| minecraft:block.lava.pop                            |   61 |
| minecraft:block.lever.click                         |   62 |
| minecraft:block.metal.break                         |   63 |
| minecraft:block.metal.fall                          |   64 |
| minecraft:block.metal.hit                           |   65 |
| minecraft:block.metal.place                         |   66 |
| minecraft:block.metal.step                          |   67 |
| minecraft:block.metal_pressureplate.click_off       |   68 |
| minecraft:block.metal_pressureplate.click_on        |   69 |
| minecraft:block.note.basedrum                       |   70 |
| minecraft:block.note.bass                           |   71 |
| minecraft:block.note.bell                           |   72 |
| minecraft:block.note.chime                          |   73 |
| minecraft:block.note.flute                          |   74 |
| minecraft:block.note.guitar                         |   75 |
| minecraft:block.note.harp                           |   76 |
| minecraft:block.note.hat                            |   77 |
| minecraft:block.note.pling                          |   78 |
| minecraft:block.note.snare                          |   79 |
| minecraft:block.note.xylophone                      |   80 |
| minecraft:block.piston.contract                     |   81 |
| minecraft:block.piston.extend                       |   82 |
| minecraft:block.portal.ambient                      |   83 |
| minecraft:block.portal.travel                       |   84 |
| minecraft:block.portal.trigger                      |   85 |
| minecraft:block.redstone_torch.burnout              |   86 |
| minecraft:block.sand.break                          |   87 |
| minecraft:block.sand.fall                           |   88 |
| minecraft:block.sand.hit                            |   89 |
| minecraft:block.sand.place                          |   90 |
| minecraft:block.sand.step                           |   91 |
| minecraft:block.shulker_box.close                   |   92 |
| minecraft:block.shulker_box.open                    |   93 |
| minecraft:block.slime.break                         |   94 |
| minecraft:block.slime.fall                          |   95 |
| minecraft:block.slime.hit                           |   96 |
| minecraft:block.slime.place                         |   97 |
| minecraft:block.slime.step                          |   98 |
| minecraft:block.snow.break                          |   99 |
| minecraft:block.snow.fall                           |  100 |
| minecraft:block.snow.hit                            |  101 |
| minecraft:block.snow.place                          |  102 |
| minecraft:block.snow.step                           |  103 |
| minecraft:block.stone.break                         |  104 |
| minecraft:block.stone.fall                          |  105 |
| minecraft:block.stone.hit                           |  106 |
| minecraft:block.stone.place                         |  107 |
| minecraft:block.stone.step                          |  108 |
| minecraft:block.stone_button.click_off              |  109 |
| minecraft:block.stone_button.click_on               |  110 |
| minecraft:block.stone_pressureplate.click_off       |  111 |
| minecraft:block.stone_pressureplate.click_on        |  112 |
| minecraft:block.tripwire.attach                     |  113 |
| minecraft:block.tripwire.click_off                  |  114 |
| minecraft:block.tripwire.click_on                   |  115 |
| minecraft:block.tripwire.detach                     |  116 |
| minecraft:block.water.ambient                       |  117 |
| minecraft:block.waterlily.place                     |  118 |
| minecraft:block.wood.break                          |  119 |
| minecraft:block.wood.fall                           |  120 |
| minecraft:block.wood.hit                            |  121 |
| minecraft:block.wood.place                          |  122 |
| minecraft:block.wood.step                           |  123 |
| minecraft:block.wood_button.click_off               |  124 |
| minecraft:block.wood_button.click_on                |  125 |
| minecraft:block.wood_pressureplate.click_off        |  126 |
| minecraft:block.wood_pressureplate.click_on         |  127 |
| minecraft:block.wooden_door.close                   |  128 |
| minecraft:block.wooden_door.open                    |  129 |
| minecraft:block.wooden_trapdoor.close               |  130 |
| minecraft:block.wooden_trapdoor.open                |  131 |
| minecraft:enchant.thorns.hit                        |  132 |
| minecraft:entity.armorstand.break                   |  133 |
| minecraft:entity.armorstand.fall                    |  134 |
| minecraft:entity.armorstand.hit                     |  135 |
| minecraft:entity.armorstand.place                   |  136 |
| minecraft:entity.arrow.hit                          |  137 |
| minecraft:entity.arrow.hit_player                   |  138 |
| minecraft:entity.arrow.shoot                        |  139 |
| minecraft:entity.bat.ambient                        |  140 |
| minecraft:entity.bat.death                          |  141 |
| minecraft:entity.bat.hurt                           |  142 |
| minecraft:entity.bat.loop                           |  143 |
| minecraft:entity.bat.takeoff                        |  144 |
| minecraft:entity.blaze.ambient                      |  145 |
| minecraft:entity.blaze.burn                         |  146 |
| minecraft:entity.blaze.death                        |  147 |
| minecraft:entity.blaze.hurt                         |  148 |
| minecraft:entity.blaze.shoot                        |  149 |
| minecraft:entity.boat.paddle_land                   |  150 |
| minecraft:entity.boat.paddle_water                  |  151 |
| minecraft:entity.bobber.retrieve                    |  152 |
| minecraft:entity.bobber.splash                      |  153 |
| minecraft:entity.bobber.throw                       |  154 |
| minecraft:entity.cat.ambient                        |  155 |
| minecraft:entity.cat.death                          |  156 |
| minecraft:entity.cat.hiss                           |  157 |
| minecraft:entity.cat.hurt                           |  158 |
| minecraft:entity.cat.purr                           |  159 |
| minecraft:entity.cat.purreow                        |  160 |
| minecraft:entity.chicken.ambient                    |  161 |
| minecraft:entity.chicken.death                      |  162 |
| minecraft:entity.chicken.egg                        |  163 |
| minecraft:entity.chicken.hurt                       |  164 |
| minecraft:entity.chicken.step                       |  165 |
| minecraft:entity.cow.ambient                        |  166 |
| minecraft:entity.cow.death                          |  167 |
| minecraft:entity.cow.hurt                           |  168 |
| minecraft:entity.cow.milk                           |  169 |
| minecraft:entity.cow.step                           |  170 |
| minecraft:entity.creeper.death                      |  171 |
| minecraft:entity.creeper.hurt                       |  172 |
| minecraft:entity.creeper.primed                     |  173 |
| minecraft:entity.donkey.ambient                     |  174 |
| minecraft:entity.donkey.angry                       |  175 |
| minecraft:entity.donkey.chest                       |  176 |
| minecraft:entity.donkey.death                       |  177 |
| minecraft:entity.donkey.hurt                        |  178 |
| minecraft:entity.egg.throw                          |  179 |
| minecraft:entity.elder_guardian.ambient             |  180 |
| minecraft:entity.elder_guardian.ambient_land        |  181 |
| minecraft:entity.elder_guardian.curse               |  182 |
| minecraft:entity.elder_guardian.death               |  183 |
| minecraft:entity.elder_guardian.death_land          |  184 |
| minecraft:entity.elder_guardian.flop                |  185 |
| minecraft:entity.elder_guardian.hurt                |  186 |
| minecraft:entity.elder_guardian.hurt_land           |  187 |
| minecraft:entity.enderdragon.ambient                |  188 |
| minecraft:entity.enderdragon.death                  |  189 |
| minecraft:entity.enderdragon.flap                   |  190 |
| minecraft:entity.enderdragon.growl                  |  191 |
| minecraft:entity.enderdragon.hurt                   |  192 |
| minecraft:entity.enderdragon.shoot                  |  193 |
| minecraft:entity.enderdragon_fireball.explode       |  194 |
| minecraft:entity.endereye.death                     |  195 |
| minecraft:entity.endereye.launch                    |  196 |
| minecraft:entity.endermen.ambient                   |  197 |
| minecraft:entity.endermen.death                     |  198 |
| minecraft:entity.endermen.hurt                      |  199 |
| minecraft:entity.endermen.scream                    |  200 |
| minecraft:entity.endermen.stare                     |  201 |
| minecraft:entity.endermen.teleport                  |  202 |
| minecraft:entity.endermite.ambient                  |  203 |
| minecraft:entity.endermite.death                    |  204 |
| minecraft:entity.endermite.hurt                     |  205 |
| minecraft:entity.endermite.step                     |  206 |
| minecraft:entity.enderpearl.throw                   |  207 |
| minecraft:entity.evocation_fangs.attack             |  208 |
| minecraft:entity.evocation_illager.ambient          |  209 |
| minecraft:entity.evocation_illager.cast_spell       |  210 |
| minecraft:entity.evocation_illager.death            |  211 |
| minecraft:entity.evocation_illager.hurt             |  212 |
| minecraft:entity.evocation_illager.prepare_attack   |  213 |
| minecraft:entity.evocation_illager.prepare_summon   |  214 |
| minecraft:entity.evocation_illager.prepare_wololo   |  215 |
| minecraft:entity.experience_bottle.throw            |  216 |
| minecraft:entity.experience_orb.pickup              |  217 |
| minecraft:entity.firework.blast                     |  218 |
| minecraft:entity.firework.blast_far                 |  219 |
| minecraft:entity.firework.large_blast               |  220 |
| minecraft:entity.firework.large_blast_far           |  221 |
| minecraft:entity.firework.launch                    |  222 |
| minecraft:entity.firework.shoot                     |  223 |
| minecraft:entity.firework.twinkle                   |  224 |
| minecraft:entity.firework.twinkle_far               |  225 |
| minecraft:entity.generic.big_fall                   |  226 |
| minecraft:entity.generic.burn                       |  227 |
| minecraft:entity.generic.death                      |  228 |
| minecraft:entity.generic.drink                      |  229 |
| minecraft:entity.generic.eat                        |  230 |
| minecraft:entity.generic.explode                    |  231 |
| minecraft:entity.generic.extinguish_fire            |  232 |
| minecraft:entity.generic.hurt                       |  233 |
| minecraft:entity.generic.small_fall                 |  234 |
| minecraft:entity.generic.splash                     |  235 |
| minecraft:entity.generic.swim                       |  236 |
| minecraft:entity.ghast.ambient                      |  237 |
| minecraft:entity.ghast.death                        |  238 |
| minecraft:entity.ghast.hurt                         |  239 |
| minecraft:entity.ghast.scream                       |  240 |
| minecraft:entity.ghast.shoot                        |  241 |
| minecraft:entity.ghast.warn                         |  242 |
| minecraft:entity.guardian.ambient                   |  243 |
| minecraft:entity.guardian.ambient_land              |  244 |
| minecraft:entity.guardian.attack                    |  245 |
| minecraft:entity.guardian.death                     |  246 |
| minecraft:entity.guardian.death_land                |  247 |
| minecraft:entity.guardian.flop                      |  248 |
| minecraft:entity.guardian.hurt                      |  249 |
| minecraft:entity.guardian.hurt_land                 |  250 |
| minecraft:entity.horse.ambient                      |  251 |
| minecraft:entity.horse.angry                        |  252 |
| minecraft:entity.horse.armor                        |  253 |
| minecraft:entity.horse.breathe                      |  254 |
| minecraft:entity.horse.death                        |  255 |
| minecraft:entity.horse.eat                          |  256 |
| minecraft:entity.horse.gallop                       |  257 |
| minecraft:entity.horse.hurt                         |  258 |
| minecraft:entity.horse.jump                         |  259 |
| minecraft:entity.horse.land                         |  260 |
| minecraft:entity.horse.saddle                       |  261 |
| minecraft:entity.horse.step                         |  262 |
| minecraft:entity.horse.step_wood                    |  263 |
| minecraft:entity.hostile.big_fall                   |  264 |
| minecraft:entity.hostile.death                      |  265 |
| minecraft:entity.hostile.hurt                       |  266 |
| minecraft:entity.hostile.small_fall                 |  267 |
| minecraft:entity.hostile.splash                     |  268 |
| minecraft:entity.hostile.swim                       |  269 |
| minecraft:entity.husk.ambient                       |  270 |
| minecraft:entity.husk.death                         |  271 |
| minecraft:entity.husk.hurt                          |  272 |
| minecraft:entity.husk.step                          |  273 |
| minecraft:entity.illusion_illager.ambient           |  274 |
| minecraft:entity.illusion_illager.cast_spell        |  275 |
| minecraft:entity.illusion_illager.death             |  276 |
| minecraft:entity.illusion_illager.hurt              |  277 |
| minecraft:entity.illusion_illager.mirror_move       |  278 |
| minecraft:entity.illusion_illager.prepare_blindness |  279 |
| minecraft:entity.illusion_illager.prepare_mirror    |  280 |
| minecraft:entity.irongolem.attack                   |  281 |
| minecraft:entity.irongolem.death                    |  282 |
| minecraft:entity.irongolem.hurt                     |  283 |
| minecraft:entity.irongolem.step                     |  284 |
| minecraft:entity.item.break                         |  285 |
| minecraft:entity.item.pickup                        |  286 |
| minecraft:entity.itemframe.add_item                 |  287 |
| minecraft:entity.itemframe.break                    |  288 |
| minecraft:entity.itemframe.place                    |  289 |
| minecraft:entity.itemframe.remove_item              |  290 |
| minecraft:entity.itemframe.rotate_item              |  291 |
| minecraft:entity.leashknot.break                    |  292 |
| minecraft:entity.leashknot.place                    |  293 |
| minecraft:entity.lightning.impact                   |  294 |
| minecraft:entity.lightning.thunder                  |  295 |
| minecraft:entity.lingeringpotion.throw              |  296 |
| minecraft:entity.llama.ambient                      |  297 |
| minecraft:entity.llama.angry                        |  298 |
| minecraft:entity.llama.chest                        |  299 |
| minecraft:entity.llama.death                        |  300 |
| minecraft:entity.llama.eat                          |  301 |
| minecraft:entity.llama.hurt                         |  302 |
| minecraft:entity.llama.spit                         |  303 |
| minecraft:entity.llama.step                         |  304 |
| minecraft:entity.llama.swag                         |  305 |
| minecraft:entity.magmacube.death                    |  306 |
| minecraft:entity.magmacube.hurt                     |  307 |
| minecraft:entity.magmacube.jump                     |  308 |
| minecraft:entity.magmacube.squish                   |  309 |
| minecraft:entity.minecart.inside                    |  310 |
| minecraft:entity.minecart.riding                    |  311 |
| minecraft:entity.mooshroom.shear                    |  312 |
| minecraft:entity.mule.ambient                       |  313 |
| minecraft:entity.mule.chest                         |  314 |
| minecraft:entity.mule.death                         |  315 |
| minecraft:entity.mule.hurt                          |  316 |
| minecraft:entity.painting.break                     |  317 |
| minecraft:entity.painting.place                     |  318 |
| minecraft:entity.parrot.ambient                     |  319 |
| minecraft:entity.parrot.death                       |  320 |
| minecraft:entity.parrot.eat                         |  321 |
| minecraft:entity.parrot.fly                         |  322 |
| minecraft:entity.parrot.hurt                        |  323 |
| minecraft:entity.parrot.imitate.blaze               |  324 |
| minecraft:entity.parrot.imitate.creeper             |  325 |
| minecraft:entity.parrot.imitate.elder_guardian      |  326 |
| minecraft:entity.parrot.imitate.enderdragon         |  327 |
| minecraft:entity.parrot.imitate.enderman            |  328 |
| minecraft:entity.parrot.imitate.endermite           |  329 |
| minecraft:entity.parrot.imitate.evocation_illager   |  330 |
| minecraft:entity.parrot.imitate.ghast               |  331 |
| minecraft:entity.parrot.imitate.husk                |  332 |
| minecraft:entity.parrot.imitate.illusion_illager    |  333 |
| minecraft:entity.parrot.imitate.magmacube           |  334 |
| minecraft:entity.parrot.imitate.polar_bear          |  335 |
| minecraft:entity.parrot.imitate.shulker             |  336 |
| minecraft:entity.parrot.imitate.silverfish          |  337 |
| minecraft:entity.parrot.imitate.skeleton            |  338 |
| minecraft:entity.parrot.imitate.slime               |  339 |
