+-------+--------------------------------------------+--------------------------------------+-------------------------------------------------------------------------------------+
| Index | Name                                       | Translated Name                      | Icon Item                                                                           |
|    21 | aiotbotania                                | AIOT Botania                         | [aiotbotania:manasteelaiot@0 - 'Manasteel AIOT']                                    |
|    22 | cyclicmagic                                | Cyclic                               | [cyclicmagic:cyclic_wand_build@0 - 'Cyclic Building Scepter']                       |
|    23 | bloodmagic.creativeTab                     | Blood Magic                          | [bloodmagic:blood_orb@0 - 'Weak Blood Orb']                                         |
|    24 | bloodmagic.creativeTabTome                 | Blood Magic | Tomes                  | [bloodmagic:upgrade_tome@0 - 'Living Armour Upgrade Tome']                          |
|    25 | animus                                     | Animus                               | [animus:altardiviner@0 - 'Altar Diviner']                                           |
|    26 | gbook_snapshot                             | Guidebook                            | [gbook_snapshot:guidebook@0 - 'Guidebook']                                          |
|    27 | arcanearchives                             | Arcane Archives                      | [arcanearchives:shaped_quartz@0 - 'Shaped Radiant Quartz']                          |
|    28 | artifacts.creativetab                      | Artifacts                            | [artifacts:panic_necklace@0 - 'Panic Necklace']                                     |
|    29 | avaritia                                   | Avaritia                             | [avaritia:resource@5 - 'Infinity Catalyst']                                         |
|    30 | avaritiatweaks                             | Avaritia Tweaks                      | [avaritiatweaks:enhancement_crystal@0 - 'Enhancement Crystal']                      |
|    31 | betterquesting                             | Better Questing                      | [betterquesting:extra_life@0 - 'Extra Life']                                        |
|    32 | bewitchment                                | Bewitchment                          | [bewitchment:stone_witches_altar@0 - 'Stone Witches' Altar']                        |
|    33 | bloodarsenal.creative_tab                  | §4Blood Arsenal                      | [bloodarsenal:stasis_sword@0 - 'Stasis Blade']                                      |
|    34 | hammercore                                 | Hammer Core                          | [hammercore:manual@0 - 'Hammer Core Manual']                                        |
|    35 | botanicadds                                | Botanic Additions                    | [botanicadds:mana_tesseract@0 - 'Mana Tesseract']                                   |
|    36 | buildingGadgets                            | Building Gadgets                     | [buildinggadgets:buildingtool@0 - 'Building Gadget']                                |
|    37 | compactmachines3                           | Compact Machines 3                   | [compactmachines3:psd@0 - 'Personal Shrinking Device']                              |
|    38 | compactStorage                             | CompactStorage                       | [minecraft:chest@0 - 'Chest']                                                       |
|    39 | cookingforblockheads                       | Cooking for Blockheads               | [cookingforblockheads:recipe_book@1 - 'Cooking for Blockheads I']                   |
|    40 | darkutils                                  | Dark Utilities                       | [darkutils:trap_move@0 - 'Vector Plate']                                            |
|    41 | deepmoblearning                            | Deep Mob Learning                    |                                                                                     |
|    42 | deepmoblearningbm                          | DML - Blood Magic Addon              |                                                                                     |
|    43 | densemetals                                | itemGroup.densemetals                | [densemetals:dense_diamond_ore@0 - 'Dense Diamond Ore']                             |
|    44 | embers                                     | Embers                               | [embers:crystal_ember@0 - 'Ember Crystal']                                          |
|    45 | embers_resources                           | Embers (Metals)                      | [embers:ingot_dawnstone@0 - 'Dawnstone Ingot']                                      |
|    46 | immersiveengineering                       | Immersive Engineering                |                                                                                     |
|    47 | engineersworkshop                          | Engineer's Workshop                  | [engineersworkshop:blocktable@0 - 'Workshop Table']                                 |
|    48 | valkyrielib.tab                            | §bValkyrieLib                        | [valkyrielib:guide@0 - 'Digital Guide']                                             |
|    49 | environmentaltech.et_resources             | §aEnvironmental Tech Resources       | [environmentaltech:aethium_crystal@0 - 'Aethium Crystal']                           |
|    50 | environmentaltech.et_controllers           | §aEnvironmental Tech Controllers     | [environmentaltech:void_ore_miner_cont_6@0 - 'Void Ore Miner Controller Tier 6']    |
|    51 | environmentaltech.et_multiblock_components | §aEnvironmental Tech Components      | [environmentaltech:solar_cell_aethium@0 - 'Aethium Solar Cell']                     |
|    52 | environmentaltech.et_other                 | §aEnvironmental Tech Other           | [environmentaltech:tool_multiblock_assembler@0 - 'Assembler']                       |
|    53 | eternalsingularity                         | Eternal Singularity                  | [eternalsingularity:eternal_singularity@0 - 'Eternal Singularity']                  |
|    54 | etlunar.etlunar                            | §5ET Lunar                           | [etlunar:lunar_cont_6@0 - 'Lunar Array Controller Tier 6']                          |
|    55 | extendedcrafting                           | Extended Crafting                    | [extendedcrafting:crafting_core@0 - 'Crafting Core']                                |
|    56 | extraanvils                                | Extra Anvils                         | [extraanvils:diamond_anvil@0 - 'Diamond Anvil']                                     |
|    57 | bigreactors                                | Extreme Reactors                     | [bigreactors:oreyellorite@0 - 'Yellorite Ore']                                      |
|    58 | tabMekanism                                | Mekanism                             | [mekanism:atomicalloy@0 - 'Atomic Alloy']                                           |
|    59 | SonarCore                                  | Sonar Core                           | [sonarcore:reinforcedstoneblock@0 - 'Reinforced Stone']                             |
|    60 | Flux Networks                              | Flux Networks                        | [fluxnetworks:fluxplug@0 - 'Flux Plug']                                             |
|    61 | immersivepetroleum                         | Immersive Petroleum                  |                                                                                     |
|    62 | immersivetech                              | Immersive Tech                       |                                                                                     |
|    63 | incorporeal                                | Incorporeal                          | [incorporeal:ticket_conjurer@0 - 'Ticket Conjurer']                                 |
|    64 | tesla_core_lib                             | Tesla Core Lib                       | [teslacorelib:wrench@0 - 'Tesla Wrench']                                            |
|    65 | industrialforegoing                        | Industrial Foregoing                 | [industrialforegoing:black_hole_unit@0 - 'Black Hole Unit']                         |
|    66 | mysticalagriculture                        | Mystical Agriculture                 | [mysticalagriculture:crafting@4 - 'Supremium Essence']                              |
|    67 | tab.mystical_agradditions.name             | Mystical Agradditions                | [mysticalagradditions:insanium@0 - 'Insanium Essence']                              |
|    68 | jaopca                                     | JAOPCA                               | [minecraft:glowstone_dust@0 - 'Glowstone Dust']                                     |
|    69 | malisisdoors                               | MalisisDoors                         | [malisisdoors:jail_door@0 - 'Jail Door']                                            |
|    70 | tab_matc                                   | Mystical Agriculture Tiered Crystals | [matc:supremiumcrystal@0 - 'Supremium Infusion Crystal']                            |
|    71 | mob_grinding_utils                         | Mob Grinding Utils                   | [mob_grinding_utils:spikes@0 - 'Iron Spikes']                                       |
|    72 | mysticalworld                              | Mystical World                       | [mysticalworld:carapace@0 - 'Carapace']                                             |
|    73 | simplyjetpacks                             | Simply Jetpacks 2                    | [simplyjetpacks:itemjetpack@0 - 'Creative Jetpack']                                 |
|    74 | OpenPrinter                                | OpenPrinter                          | [openprinter:printer@0 - 'Open Printer']                                            |
|    75 | openscreens                                | OpenScreens                          | [openscreens:backflatscreen1@0 - 'Flatscreen (Back) (Tier 1)']                      |
|    76 | OpenComputers                              | OpenComputers                        | [opencomputers:case1@0 - 'Computer Case (Tier 1)']                                  |
|    77 | tabOpenSecurity                            | OpenSecurity                         | [opensecurity:security_terminal@0 - 'Security Terminal']                            |
|    78 | packagedauto                               | itemGroup.packagedauto               | [packagedauto:package@0 - 'Recipe Package']                                         |
|    79 | packagedavaritia                           | itemGroup.packagedavaritia           | [packagedavaritia:extreme_crafter@0 - 'Extreme Package Crafter']                    |
|    80 | packagedexcrafting                         | itemGroup.packagedexcrafting         | [packagedexcrafting:ultimate_crafter@0 - 'Ultimate Package Crafter']                |
|    81 | planarartifice.tab.name                    | Planar Artifice                      | [planarartifice:magic_apple@0 - 'Thaumaturge's Fruit']                              |
|    82 | xreliquary                                 | Reliquary                            | [xreliquary:mercy_cross@0 - 'Cross of Mercy']                                       |
|    83 | baggablemobs                               | Baggable Mobs                        | [baggablemobs:mob_bag@0 - 'Mob Bag']                                                |
|    84 | simple_trophies                            | Simple Trophies                      | [simple_trophies:trophy@0 - 'Add your own trophies here in the config!']            |
|    85 | spike_tab                                  | Spike Mod                            | [spikemod:diamond_spike@0 - 'Diamond Spike']                                        |
|    86 | SC2Modules                                 | Steve's Carts 2 Modules              |                                                                                     |
|    87 | SC2Items                                   | Steve's Carts 2 Components           |                                                                                     |
|    88 | SC2Blocks                                  | Steve's Carts 2 Blocks               |                                                                                     |
|    89 | sfm                                        | Super Factory Manager                | [superfactorymanager:manager@0 - 'Machine Inventory Manager']                       |
|    90 | gadgets                                    | Thaumic Gadgets                      | [tg:tg@0 - 'item.tg.name']                                                          |
|    91 | thaumicperiphery                           | Thaumic Periphery                    | [thaumicperiphery:caster_ember@0 - 'Clockwork Caster's Gauntlet']                   |
|    92 | TinkerIO_Tabs                              | Tinker I/O                           | [tconstruct:large_plate@0 - 'Large Plate']                                          |
|    93 | TinkerGeneral                              | Tinkers' General Items               | [tconstruct:edible@1 - 'Slime Ball']                                                |
|    94 | TinkerTools                                | Tinkers' Tools                       | [tconstruct:pickaxe@0 - 'material._internal_render2.name Pickaxe']                  |
|    95 | TinkerToolParts                            | Tinkers' Toolparts                   | [tconstruct:pick_head@0 - 'material._internal_render3.name Pickaxe Head']           |
|    96 | TinkerSmeltery                             | Tinkers' Smeltery                    | [tconstruct:seared_tank@0 - 'Seared Tank']                                          |
|    97 | TinkerWorld                                | Tinkers' World                       | [tconstruct:slime_sapling@0 - 'Blue Slime Sapling']                                 |
|    98 | TinkerGadgets                              | Tinkers' Gadgets                     | [tconstruct:slimesling@0 - 'Slimesling']                                            |
|    99 | tiny_progressions                          | Tiny Progressions                    | [minecraft:nether_star@0 - 'Nether Star']                                           |
|   100 | unstabletools                              | Unstable Tools                       | [unstabletools:unstable_pickaxe@0 - 'Unstable Pickaxe']                             |
|   101 | woot                                       | Woot                                 | [woot:factory@0 - 'Factory Heart']                                                  |
|   102 | xencraft                                   | XenCraft                             | [xencraft:xen_gem@0 - 'Xen']                                                        |
|   103 | xtones                                     | Xtones                               | [xtones:base@0 - 'Xtone Tile']                                                      |
|   104 | yoyos                                      | Yoyos                                | [yoyos:creative_yoyo@0 - 'Rainbowyo']                                               |
|   105 | advancedliftingmethods                     | Advanced Lifting Methods             | [advancedliftingmethods:advanced_ender_elevator@0 - 'Advanced Ender Elevator']      |
|   106 | appliedenergistics2                        | Applied Energistics 2                | [appliedenergistics2:controller@0 - 'ME Controller']                                |
|   107 | appliedenergistics2.facades                | Applied Energistics 2 - Facades      | [appliedenergistics2:facade@0 - 'Cable Facade - Stone']                             |
|   108 | bdew.ae2stuff                              | AE2 Stuff                            | [ae2stuff:encoder@0 - 'Pattern Encoder']                                            |
|   109 | thermalseries.creativeTabBlocks            | Thermal Series: Blocks               | [thermalfoundation:storage_alloy@3 - 'Block of Bronze']                             |
|   110 | thermalseries.creativeTabItems             | Thermal Series: Items                | [thermalfoundation:material@289 - 'Electrum Gear']                                  |
|   111 | thermalseries.creativeTabUtils             | Thermal Series: Utilities            | [thermalfoundation:wrench@0 - 'Crescent Hammer']                                    |
|   112 | thermalseries.creativeTabTools             | Thermal Series: Tools                | [thermalexpansion:satchel@3 - 'Satchel (Signalum)']                                 |
|   113 | thermalseries.creativeTabMisc              | Thermal Series: Miscellaneous        | [thermaldynamics:cover@0 - 'Poplar Wood Slab Cover']                                |
|   114 | botania                                    | Botania                              | [botania:lexicon@0 - 'Lexica Botania']                                              |
|   115 | psi                                        | Psi                                  | [psi:cad_assembly@0 - 'Iron CAD Assembly']                                          |
|   116 | rpsideas                                   | Random PSIdeas                       | [rpsideas:flash_ring@0 - 'Flash Ring']                                              |
|   117 | astralsorcery                              | Astral Sorcery                       | [astralsorcery:itemjournal@0 - 'Astral Tome']                                       |
|   118 | astralsorcery.papers                       | [AS] Constellation Papers            | [astralsorcery:itemconstellationpaper@0 - 'Constellation Paper']                    |
|   119 | astralsorcery.crystals                     | [AS] Attuned Crystals                | [astralsorcery:itemtunedrockcrystal@0 - 'Attuned Rock Crystal']                     |
|   120 | techreborn                                 | Tech Reborn                          | [techreborn:part@25 - 'Machine Parts']                                              |
|   121 | agriculture                                | Forestry Agriculture                 | [forestry:ffarm@0 - 'Farm Block']                                                   |
|   122 | apiculture                                 | Forestry Apiculture                  | [forestry:bee_drone_ge@0 - 'Forest Drone']                                          |
|   123 | arboriculture                              | Forestry Arboriculture               | [forestry:sapling@0 - 'Apple Oak Sapling']                                          |
|   124 | lepidopterology                            | Forestry Lepidopterology             | [forestry:butterfly_ge@0 - 'Brimstone Butterfly']                                   |
|   125 | forestry                                   | Forestry                             | [forestry:wrench@0 - 'Wrench']                                                      |
|   126 | BiblioCraft                                | BiblioCraft                          | [bibliocraft:bookcase@0 - 'Oak Bookcase']                                           |
|   127 | BiblioCraftLights                          | BiblioCraft Lighting                 | [bibliocraft:lanterngold@0 - 'Fancy Lantern']                                       |
|   128 | Genetics                                   | Genetics                             | [genetics:misc@6 - 'Empty Serum Vial']                                              |
|   129 | Botany                                     | Botany                               | [minecraft:red_flower@5 - 'Orange Tulip']                                           |
|   130 | Carpentry                                  | Carpentry                            | [forestry:carpenter@0 - 'Carpenter']                                                |
|   131 | computercraft                              | CC: Tweaked                          | [computercraft:computer@0 - 'Computer']                                             |
|   132 | chiselsandbits                             | Chisels & Bits                       | [chiselsandbits:chisel_diamond@0 - 'Diamond Chisel']                                |
|   133 | chiselsandbits.Clipboard                   | Chisels & Bits Clipboard             | [chiselsandbits:positiveprint@0 - 'Positive Chisel Design']                         |
|   134 | RfTools                                    | RFTools                              | [rftools:rftools_manual@0 - 'RFTools Manual']                                       |
|   135 | DeepResonance                              | Deep Resonance                       | [deepresonance:resonating_crystal@0 - 'Resonating Crystal']                         |
|   136 | mysticalmechanics.name                     | Mystical Mechanics                   | [mysticalmechanics:gear_iron@0 - 'Iron Gear']                                       |
|   137 | enderzoo                                   | Ender Zoo                            | [enderzoo:enderzooicon@0 - 'item.enderZooIcon.name']                                |
|   138 | Extra_Cells                                | Extra Cells 2                        | [extracells:storage.fluid@0 - 'ME 1k Fluid Storage Cell']                           |
|   139 | nuclearcraftBaseBlockMaterials             | NuclearCraft Base Blocks             | [nuclearcraft:ore@2 - 'Lead Ore']                                                   |
|   140 | nuclearcraftBaseItemMaterials              | NuclearCraft Base Items              | [nuclearcraft:alloy@1 - 'Tough Alloy']                                              |
|   141 | nuclearcraftMachines                       | NuclearCraft Machines                | [nuclearcraft:manufactory_active@0 - 'Manufactory']                                 |
|   142 | nuclearcraftFissionBlocks                  | NuclearCraft Fission Blocks          | [nuclearcraft:fission_controller_new_active@0 - 'Fission Controller']               |
|   143 | nuclearcraftFissionMaterials               | NuclearCraft Fission Materials       | [nuclearcraft:uranium@4 - 'Uranium-235']                                            |
|   144 | nuclearcraftFissionFuels                   | NuclearCraft Fission Fuels           | [nuclearcraft:fuel_uranium@0 - 'LEU-233 Fuel']                                      |
|   145 | nuclearcraftFusion                         | NuclearCraft Fusion                  | [nuclearcraft:fusion_core@0 - 'Fusion Core']                                        |
|   146 | nuclearcraftSaltFissionBlocks              | NuclearCraft Molten Salt Fission     | [nuclearcraft:salt_fission_controller@0 - 'Molten Salt Reactor Controller']         |
|   147 | nuclearcraftHeatExchangerBlocks            | NuclearCraft Heat Exchanger          | [nuclearcraft:salt_fission_controller@0 - 'Molten Salt Reactor Controller']         |
|   148 | nuclearcraftTurbineBlocks                  | NuclearCraft Turbine                 | [nuclearcraft:turbine_controller@0 - 'Turbine Controller']                          |
|   149 | nuclearcraftAccelerator                    | NuclearCraft Accelerator             | [nuclearcraft:accelerator_electromagnet_active@0 - 'Superconducting Electromagnet'] |
|   150 | nuclearcraftMisc                           | NuclearCraft Miscellaneous           | [nuclearcraft:spaxelhoe_tough@0 - 'Tough Alloy Spaxelhoe']                          |
|   151 | FlatColoredBlocks                          | Flat Colored Blocks                  | [minecraft:cobblestone@0 - 'Cobblestone']                                           |
|   152 | bdew.gendustry                             | Gendustry                            | [gendustry:industrial_apiary@0 - 'Industrial Apiary']                               |
|   153 | bdew.samples                               | Genetic Samples                      | [gendustry:gene_sample@0 - 'INVALID Sample - ERROR']                                |
|   154 | bdew.templates                             | Genetic Templates                    | [gendustry:gene_template@0 - 'Genetic Template']                                    |
|   155 | bdew.pressure                              | Pressure Pipes                       | [pressure:interface@0 - 'Pressure System Interface']                                |
|   156 | bdew.canisters                             | Fluid Canisters                      | [pressure:canister@0 - 'Canister']                                                  |
|   157 | bdew.generators                            | Advanced Generators                  | [advgenerators:turbine_rotor_iron@0 - 'Iron Turbine Rotor']                         |
|   158 | integrateddynamics                         | Integrated Dynamics                  | [integrateddynamics:cable@0 - 'Logic Cable']                                        |
|   159 | integratedcrafting                         | Integrated Crafting                  | [integratedcrafting:part_interface_crafting_item@0 - 'Crafting Interface']          |
|   160 | integratedterminals                        | Integrated Terminals                 | [integratedterminals:part_terminal_storage_item@0 - 'Storage Terminal']             |
|   161 | integratedtunnels                          | Integrated Tunnels                   | [integratedtunnels:part_interface_item_item@0 - 'Item Interface']                   |
|   162 | magicbees                                  | Magic Bees                           | [magicbees:frames.magic@0 - 'Magic Frame']                                          |
|   163 | modularmachinery                           | Modular Machinery                    | [modularmachinery:blockcontroller@0 - 'Machine Controller']                         |
|   164 | tabPneumaticCraft                          | PneumaticCraft                       | [pneumaticcraft:air_cannon@0 - 'Air Cannon']                                        |
|   165 | naturalpledge.divine                       | Natural Pledge                       | [naturalpledge:holy_symbol@0 - 'Holy Symbol']                                       |
|   166 | redstonearsenal.creativeTab                | Redstone Arsenal                     | [redstonearsenal:tool.sword_flux@0 - 'Flux-Infused Sword']                          |
|   167 | redstonerepository.creativeTab             | Redstone Repository                  |                                                                                     |
|   168 | NotEnoughWands                             | Not Enough Wands                     | [notenoughwands:teleportation_wand@0 - 'Teleportation Wand']                        |
|   169 | XNet                                       | XNet                                 | [minecraft:anvil@0 - 'Anvil']                                                       |
|   170 | plethora                                   | Plethora                             | [plethora:neuralinterface@0 - 'Neural interface']                                   |
|   171 | psipherals                                 | Psionic Peripherals                  | [psipherals:psimetal_bow@0 - 'Psimetal Bow']                                        |
|   172 | rt.name                                    | Random Things                        | [randomthings:magichood@0 - 'Magic Hood']                                           |
|   173 | spawnEggs                                  | Spawn Eggs                           | [minecraft:spawn_egg@0 - 'Spawn Chicken']                                           |
|   174 | RFToolsControl                             | RFTools Control                      | [rftoolscontrol:rftoolscontrol_manual@0 - 'RFTools Control Manual']                 |
|   175 | RFToolsPower                               | RFTools Power                        | [rftoolspower:cell1@0 - 'Powercell (Low)']                                          |
|   176 | soot                                       | Soot                                 | [embers:dust_ash@0 - 'Ash Pile']                                                    |
|   177 | thaumcraft                                 | Thaumcraft                           | [thaumcraft:goggles@0 - 'Goggles of Revealing']                                     |
|   178 | thaumadditions                             | Thaumic Additions: Reconstructed     | [thaumadditions:seal_globe@0 - 'Seal Globe']                                        |
|   179 | Thaumic Bases Blocks                       | Thaumic Bases Blocks                 | [minecraft:crafting_table@0 - 'Crafting Table']                                     |
|   180 | Thaumic Bases Items                        | Thaumic Bases Items                  | [minecraft:iron_axe@0 - 'Iron Axe']                                                 |
|   181 | thaumicbases                               | Thaumic Bases                        | [thaumicbases:overchanter@0 - 'Overchanting Table']                                 |
|   182 | tabrestoration                             | Thaumic Restoration                  | [thaumicrestoration:item_wand@0 - 'Novice Wand']                                    |
|   183 | trm                                        | Industrial Magic - TechReborn        | [techreborn:irondrill@0 - 'Steel Drill']                                            |
|   184 | ae2wtlib                                   | AE2 Wireless Terminals (AE2WTLib)    | [ae2wtlib:wut@0 - 'Wireless Ultimate Terminal']                                     |
|   185 | enderio.machines                           | EnderIO Machines                     | [enderio:item_enderface@3 - 'Enderface']                                            |
|   186 | enderio.items                              | EnderIO Items                        | [enderio:item_enderface@1 - 'Enderface']                                            |
|   187 | enderio.materials                          | EnderIO Materials                    | [enderio:item_enderface@2 - 'Enderface']                                            |
|   188 | enderio.main                               | EnderIO Blocks                       | [enderio:item_enderface@0 - 'Enderface']                                            |
|   189 | enderio.mobs                               | EnderIO Souls                        | [enderio:item_enderface@4 - 'Enderface']                                            |
|   190 | enderio.conduits                           | EnderIO Conduits                     | [enderio:item_enderface@5 - 'Enderface']                                            |
|   191 | enderio.invpanel                           | EnderIO Inventory Panel              | [enderio:item_enderface@6 - 'Enderface']                                            |
|   192 | chiselCreativeTab                          | Chisel                               | [chisel:chisel_iron@0 - 'Chisel']                                                   |
|   193 | storagedrawers                             | Storage Drawers                      | [storagedrawers:basicdrawers@1 - 'Basic Drawers 1x2']                               |
|   194 | enderutilities                             | Ender Utilities                      | [enderutilities:enderpearlreusable@1 - 'Elite Ender Pearl (reusable)']              |
|   195 | extrabotany                                | ExtraBotany                          | [extrabotany:kinggarden@0 - 'Garden of King's Law']                                 |
|   196 | immersivecables                            | Immersive Cables                     | [immersivecables:wire_coil@0 - 'Fluix Wire Coil']                                   |
|   197 | ironchest                                  | Iron Chests                          | [ironchest:iron_chest@0 - 'Iron Chest']                                             |
|   198 | netherendingores                           | Netherending Ores                    | [netherendingores:creative_tab@0 - 'Creative Tab Block']                            |
|   199 | storagedrawersextra                        | Storage Drawers Extras               | [storagedrawersextra:extra_drawers@1 - 'Basic Drawer 1x2']                          |
|   200 | thaumicaugmentation                        | Thaumic Augmentation                 | [thaumicaugmentation:material@2 - 'Amalgamated Gear']                               |
|   201 | thaumictinkerer                            | Thaumic Tinkerer                     | [thaumictinkerer:share_book@0 - 'Tome of Knowledge Sharing']                        |
|   202 | TCompGeneral                               | Tinkers' Complement General          | [tcomplement:melter@0 - 'Melter']                                                   |
|   203 | TCompTools                                 | Tinkers' Complement Tools            | [tcomplement:chisel@0 - 'Iron Chisel']                                              |
|   204 | torchmaster                                | TorchMaster                          | [torchmaster:mega_torch@0 - 'Mega Torch']                                           |
|   205 | simplelogic                                | SimpleLogic                          | [minecraft:redstone@0 - 'Redstone']                                                 |
|   206 | agricraft                                  | AgriCraft                            | [agricraft:debugger@0 - 'Debugger']                                                 |
|   207 | agricraft_seeds                            | AgriCraft Seeds                      | [agricraft:agri_seed@0 - 'Carrot Seeds']                                            |
|   208 | portals                                    | Portals                              | [minecraft:end_portal_frame@0 - 'Lateral End Portal Frame']                         |
+-------+--------------------------------------------+--------------------------------------+-------------------------------------------------------------------------------------+
| Index | Name                                       | Translated Name                      | Icon Item                                                                           |
+-------+--------------------------------------------+--------------------------------------+-------------------------------------------------------------------------------------+
